id,lesson,lesson_title,context,point,meaning,formation,jlpt,example_jp,example_en,nuance,textbook
30,4,住んでいる町で,生活を楽しむ,～なら、～,if it's ~ / in the case of ~ (topic-based condition),plain form／Noun + なら,N4,電気製品を買うならこの店がいいですよ。,"If it's electronics you're buying, this store is good.","Reacts to a topic already raised in conversation and gives advice/opinion about that specific case, unlike たら/と which are more general conditionals.","できる日本語 初中級 本冊"
31,4,住んでいる町で,生活を楽しむ,Vたらいいですか,what should I do? (asking for advice),Verb た-form + らいいですか,N4,図書館のカードはどこで作ったらいいですか。,Where should I go to make a library card?,"Common pattern for asking for advice or the correct course of action, often preceded by a question word.","できる日本語 初中級 本冊"
32,4,住んでいる町で,生活を楽しむ,Vるといいです,it would be good to ~ (suggestion),Verb dictionary form + といいです,N4,困ったときは、この窓口に相談するといいですよ。,"When you're in trouble, it's a good idea to consult this counter.",Gives friendly advice or a recommended course of action; softer than すべきです.,"できる日本語 初中級 本冊"
33,4,住んでいる町で,生活を楽しむ,Nまでに～,"by (a certain time), ~",Noun／Verb dictionary form + までに,N4,来週までにレポートを出さなければなりません。,I have to submit the report by next week.,"Marks a deadline — the action must be completed at some point before that time, unlike まで which marks a continuous duration up to that point.","できる日本語 初中級 本冊"
34,4,住んでいる町で,行き方を教える,Vると、Nがあります,"when you ~, there is ~",Verb dictionary form + と、Nがあります,N4,この道をまっすぐ行くと、右にコンビニがあります。,"If you go straight down this road, there's a convenience store on the right.",と here expresses a natural/automatic sequence typically used in directions; the second clause states an objective fact rather than a volitional action.,"できる日本語 初中級 本冊"
35,4,住んでいる町で,行き方を教える,Nじゃなくて、～／Vるんじゃなくて、～,"it's not N, but rather ~ / it's not that you ~, but rather ~",Noun + じゃなくて；Verb dictionary form + んじゃなくて,N4,そこを右じゃなくて、左に曲がってください。,"Turn left there, not right.",Corrects a mistaken assumption before giving the right information; commonly used in directions and corrections.,"できる日本語 初中級 本冊"
36,5,大変な一日,困ったな……,Vてしまいました（後悔）,ended up doing ~ / (regrettably) did ~,Verb て-form + しまいました,N4,電車の中に傘を忘れてしまいました。,I ended up leaving my umbrella on the train.,"Expresses regret, unintentionality, or completion with an unwanted result; very common when describing mistakes or mishaps.","できる日本語 初中級 本冊"
37,5,大変な一日,困ったな……,～かもしれません,might ~ / it's possible that ~,plain form (な-Adj/N drop な) + かもしれません,N5,財布はレストランに忘れたかもしれません。,I might have left my wallet at the restaurant.,States a possibility with less certainty than でしょう; usable with any tense.,"できる日本語 初中級 本冊"
38,5,大変な一日,困ったな……,Vたあとで、～,"after doing ~, ~",Verb た-form + あとで,N5,警察に届けたあとで、もう一度探してみます。,"After reporting it to the police, I'll try looking for it once more.",Marks a clear sequence of two actions; あとで adds a slight sense of an interval/gap compared to plain てから.,"できる日本語 初中級 本冊"
39,5,大変な一日,駅で,Vていただけませんか,could you please ~ for me? (very polite request),Verb て-form + いただけませんか,N4,駅員さん、忘れ物を一緒に探していただけませんか。,"Excuse me, station staff, could you please help me look for my lost item?","More polite/humble than てもらえませんか; suitable for addressing station staff, shopkeepers, or people you don't know.","できる日本語 初中級 本冊"
40,5,大変な一日,駅で,～て、～（理由）,"~, so ~ (reason via te-form linking)",plain て-form connecting clauses,N5,急いでいて、切符を落としてしまいました。,"I was in a hurry, so I dropped my ticket.","The て-form here links two clauses where the first explains the cause/circumstance of the second, a softer alternative to ので／から.","できる日本語 初中級 本冊"
41,5,大変な一日,駅で,Vたら、～た（発見）,"when I did ~, I discovered/found that ~",Verb た-form + ら、～た,N4,かばんの中を見たら、財布がありませんでした。,"When I looked inside my bag, my wallet wasn't there.",This use of たら describes an unexpected discovery made right after completing the first action; both clauses end in past tense.,"できる日本語 初中級 本冊"
42,6,旅行に行こう,旅行の計画,Vましょうか,shall we ~? / shall I ~?,Verb ます-stem + ましょうか,N5,今度の休みはどこへ行きましょうか。,Where shall we go on our next holiday?,Invites the listener to decide together or offers to do something; softer and more collaborative than ましょう alone.,"できる日本語 初中級 本冊"
43,6,旅行に行こう,旅行の計画,～し、～（並列・理由）,"~, and also ~ (listing parallel reasons)",plain form + し,N4,沖縄は海もきれいだし、食べ物もおいしいし、いいところですよ。,"Okinawa has beautiful seas, and the food is delicious too—it's a great place.",Lists multiple reasons or facts that together support a conclusion; implies there could be even more reasons than stated.,"できる日本語 初中級 本冊"
44,6,旅行に行こう,旅行の計画,～のは～です（強調構文）,what ~ is ~ (cleft sentence for emphasis),plain form + のは + ～です,N4,私が一番行きたいのは京都です。,What I most want to go to is Kyoto.,Emphasizes a specific element of the sentence by moving it to the end after のは; used to highlight the most important information.,"できる日本語 初中級 本冊"
45,6,旅行に行こう,旅行の準備,～そうです（予測）,it looks like ~ will happen (prediction from evidence),plain form (い-Adj drop い／な-Adj stem) + そうです,N4,この天気だと、明日は雪が降りそうです。,"Given this weather, it looks like it'll snow tomorrow.","A speaker's prediction based on visible signs or evidence, distinct from hearsay そうです which attaches to plain form and reports what was heard.","できる日本語 初中級 本冊"
46,6,旅行に行こう,旅行の準備,Vておきます（準備）,to do ~ in advance (preparation),Verb て-form + おきます,N4,旅行の前に、ホテルを予約しておきます。,I'll book the hotel in advance before the trip.,Marks a deliberate action taken now to prepare for something later.,"できる日本語 初中級 本冊"
47,6,旅行に行こう,旅行の準備,Vてあります（完了）,"has already been done (in preparation, resulting state)",Verb て-form (transitive) + あります,N4,切符はもう買ってあります。,The tickets have already been bought.,"Similar to Vておきます but emphasizes the completed state resulting from the preparation, rather than the act of preparing itself.","できる日本語 初中級 本冊"
48,7,西川さんの家へ,初めての訪問,特別な尊敬語,irregular/special honorific verbs,"Fixed special forms, e.g. 行く／来る／いる→いらっしゃる, 食べる／飲む→召し上がる, 言う→おっしゃる, する→なさる, 見る→ご覧になる",N4,何を召し上がりますか。,What will you have (to eat)?,A closed set of verbs with irregular honorific forms rather than the regular お～になる pattern; must be memorized individually.,"できる日本語 初中級 本冊"
49,7,西川さんの家へ,初めての訪問,おVになります,(honorific) to do ~,お + Verb ます-stem + になります,N4,先生はもうお帰りになりました。,The teacher has already gone home.,"Regular pattern for forming respectful language about someone else's action, raising the status of the other person; not used for Verbs that already have a special honorific form.","できる日本語 初中級 本冊"
50,7,西川さんの家へ,初めての訪問,尊敬動詞,respectful verbs (general honorific category),Special forms + おVになります pattern together form this category,N4,部長は何時にいらっしゃいますか。,What time will the department head arrive?,"Umbrella term covering both special honorific verbs and the おVになります pattern, used to show respect toward the listener or a third person of higher status.","できる日本語 初中級 本冊"
51,7,西川さんの家へ,初めての訪問,おVします／ごNします,(humble) I will do ~ for you,お + Verb ます-stem + します；ご + Noun (Sino-Japanese) + します,N4,荷物をお持ちします。,Allow me to carry your luggage.,"Humble form lowering the speaker's own action to show respect toward the listener, typically used when doing something for someone else.","できる日本語 初中級 本冊"
52,7,西川さんの家へ,一緒に作りましょう,イAく／ナA・NにV（形容詞の副詞的用法）,"(adjective) + verb, used adverbially",い-Adj stem + く + Verb；な-Adj／Noun + に + Verb,N4,野菜を小さく切ってください。,Please cut the vegetables small.,"Converts an adjective into an adverb describing how the verb's action is carried out; い-Adjectives take く, な-Adjectives/Nouns take に.","できる日本語 初中級 本冊"
53,7,西川さんの家へ,一緒に作りましょう,Vている間に、～,"while ~ is happening, ~ (within that time frame)",Verb ている + 間に,N4,スープを煮ている間に、サラダを作ります。,"While the soup is simmering, I'll make the salad.","間に marks that the second action is completed within the time span of the first ongoing action, unlike plain 間 which can imply the whole duration.","できる日本語 初中級 本冊"
54,7,西川さんの家へ,一緒に作りましょう,イAくします／ナA・Nにします,to make (something) ~ (change caused by the speaker),い-Adj stem + く + します；な-Adj／Noun + に + します,N4,味を少し甘くしました。,I made the taste a little sweeter.,"Expresses a deliberate change brought about by the subject, contrasted with なります which describes a change happening on its own.","できる日本語 初中級 本冊"
55,8,ありがとう,うれしい出来事,Vてあげます,"to do ~ for someone (giving an action, speaker's perspective outward)",Verb て-form + あげます,N4,友達に日本語を教えてあげました。,I taught my friend Japanese (as a favor).,"Describes doing something for another person's benefit; can sound slightly presumptuous toward superiors, so care is needed with who it's used about.","できる日本語 初中級 本冊"
56,8,ありがとう,うれしい出来事,Vてもらいます,to have/get someone do ~ for me (receiving an action),Verb て-form + もらいます,N4,先輩に日本語を直してもらいました。,I had my senior correct my Japanese for me.,"Focuses on the receiver's benefit and gratitude; the subject is the one benefiting, marked with に for the person who did the favor.","できる日本語 初中級 本冊"
57,8,ありがとう,うれしい出来事,Vてくれます,someone does ~ for me (giving toward the speaker),Verb て-form + くれます,N4,友達が駅まで迎えに来てくれました。,My friend came to meet me at the station (for my benefit).,Highlights that another person's action benefits the speaker or speaker's in-group; expresses gratitude even without saying ありがとう directly.,"できる日本語 初中級 本冊"
58,8,ありがとう,お世話になりました,いただきます,to receive (humble for もらう),いただきます (humble verb),N4,先生に本をいただきました。,I received a book from my teacher.,"Humble equivalent of もらいます, lowering the speaker to show respect toward the giver.","できる日本語 初中級 本冊"
59,8,ありがとう,お世話になりました,くださいます,to give (respectful for くれる),くださいます (respectful verb),N4,先生が本をくださいました。,My teacher gave me a book.,"Respectful equivalent of くれます, raising the status of the giver rather than the speaker.","できる日本語 初中級 本冊"
60,8,ありがとう,お世話になりました,Vていただきます,to have someone (of higher status) do ~ for me (humble),Verb て-form + いただきます,N4,先生に推薦状を書いていただきました。,I had my teacher write me a letter of recommendation.,"Humble version of てもらいます, used when the person doing the favor is of higher social status.","できる日本語 初中級 本冊"
61,8,ありがとう,お世話になりました,Vてくださいます,someone (of higher status) does ~ for me (respectful),Verb て-form + くださいます,N4,先生が丁寧に説明してくださいました。,My teacher kindly explained it for me.,"Respectful version of てくれます, raising the status of the person performing the kind action.","できる日本語 初中級 本冊"
62,9,アルバイト先で,アルバイト先のルール,Vることになっています（規則）,it is a rule/set that ~ (established regulation),Verb dictionary form／ない-form + ことになっています,N4,うちの店では、制服を着ることになっています。,"At our shop, it's a rule that we wear uniforms.","States an existing rule, policy, or arrangement decided by someone other than the speaker, as opposed to a personal decision.","できる日本語 初中級 本冊"
63,9,アルバイト先で,アルバイト先のルール,Vるように、～／Vないように、～,so that ~ (happens/doesn't happen),Verb dictionary form／ない-form + ように,N4,忘れないように、メモしておきます。,I'll write it down so I don't forget.,"States a goal or purpose for an action, typically with verbs describing states/abilities/uncontrollable outcomes rather than deliberate volitional acts (unlike ために).","できる日本語 初中級 本冊"
64,9,アルバイト先で,アルバイト先のルール,条件形,conditional (ば) form,"Godan: change う-row to え-row + ば; Ichidan: drop る + れば; する→すれば, 来る→来れば",N4,分からないことがあれば、聞いてください。,"If there's anything you don't understand, please ask.","One of four ways to express 'if' in Japanese; often used for general truths, advice, and conditions with a natural logical link between clauses.","できる日本語 初中級 本冊"
65,9,アルバイト先で,アルバイト先のルール,Vるようにしてください／Vないようにしてください,please try to (not) do ~ (as a habit/rule),Verb dictionary form／ない-form + ようにしてください,N4,遅刻しないようにしてください。,Please try not to be late.,"Requests that the listener make an effort to establish or maintain a habit or behavior, rather than a one-time action.","できる日本語 初中級 本冊"
66,9,アルバイト先で,楽しいアルバイト,おVください／ごNください,"please do ~ (polite request, honorific)",お + Verb ます-stem + ください；ご + Noun + ください,N4,こちらでお待ちください。,Please wait here.,More formal and respectful than ～てください; common in customer service and announcements.,"できる日本語 初中級 本冊"
67,9,アルバイト先で,楽しいアルバイト,Vそうです（直前の様態）,looks like it's about to ~ (imminent state),Verb ます-stem + そうです,N4,お皿が落ちそうです。気をつけて。,The plate looks like it's about to fall. Be careful.,"Describes a state on the verge of happening, based on what the speaker observes at that moment.","できる日本語 初中級 本冊"
68,9,アルバイト先で,楽しいアルバイト,Vておきます（放置）,to leave (something) as is / to leave (it) alone for now,Verb て-form + おきます,N4,今日はもう遅いから、片付けはそのままにしておきます。,"It's already late today, so I'll just leave the cleanup as it is.","A second nuance of ておきます: leaving something untouched/unaddressed deliberately, distinct from the '(do something) in preparation' meaning.","できる日本語 初中級 本冊"
69,9,アルバイト先で,楽しいアルバイト,～（よ）う,let's ~ / I will ~ (plain volitional form),Verb volitional form,N4,みんなで頑張ろう。,Let's all do our best.,"Plain, casual equivalent of ましょう, used among friends/coworkers of equal or close relationship, or as an internal decision (＝しよう to oneself).","できる日本語 初中級 本冊"
70,9,アルバイト先で,楽しいアルバイト,Vてしまいます（完了）,"to finish/complete doing ~ (completion, sometimes with effort)",Verb て-form + しまいます,N4,今日中にこの仕事を終わらせてしまいましょう。,Let's get this work finished today.,"Here てしまいます emphasizes thorough completion rather than regret, the other common meaning of the same pattern.","できる日本語 初中級 本冊"
71,9,アルバイト先で,楽しいアルバイト,Vることになっています（予定）,it has been arranged that ~ (scheduled plan),Verb dictionary form + ことになっています,N4,来週、新しいスタッフが入ることになっています。,It's been arranged that a new staff member will join next week.,"Same grammatical form as the 'rule' meaning above but here describes a scheduled arrangement or plan decided in advance, determined by context.","できる日本語 初中級 本冊"
72,10,旅行に行って,ハプニング,受身,passive voice,"Godan: あ-row + れる; Ichidan: stem + られる; する→される, 来る→来られる",N4,電車の中で足を踏まれました。,My foot got stepped on on the train.,"Used both for standard passive meaning and for the 'suffering passive,' expressing that the speaker was negatively affected by someone else's action.","できる日本語 初中級 本冊"
73,10,旅行に行って,ハプニング,～のに、～,even though ~ (unexpected contrast),plain form (な-Adj/N + な) + のに,N4,予約したのに、席がありませんでした。,"Even though I had a reservation, there was no seat.","Expresses surprise, dissatisfaction, or contrast between expectation and reality; stronger emotional nuance than けど／が.","できる日本語 初中級 本冊"
74,10,旅行に行って,ハプニング,～みたいです（様態）,it seems/looks like ~,"plain form (な-Adj/N drop な, casual register) + みたいです",N4,この道、通行止めみたいです。,This road seems to be closed.,"Casual equivalent of ～ようです, based on what the speaker can directly observe.","できる日本語 初中級 本冊"
75,10,旅行に行って,ハプニング,～ようです（様態）,it appears/seems that ~,"plain form (な-Adj + な, N + の) + ようです",N4,雨が降っているようです。,It appears to be raining.,"More formal/written register than みたいです, based on direct sensory evidence such as sight or sound.","できる日本語 初中級 本冊"
76,10,旅行に行って,ガイドブックを片手に,Vるところです／Vているところです／Vたところです,about to do ~ / in the middle of doing ~ / just finished doing ~,Verb dictionary form／ている／た + ところです,N4,ちょうど駅に着いたところです。,I just arrived at the station.,"A set of three related forms marking a precise point in the timeline of an action: right before, during, or right after.","できる日本語 初中級 本冊"
77,10,旅行に行って,ガイドブックを片手に,Vてきます／Vていきます,to do ~ and come (back) / to do ~ and go on,Verb て-form + きます／いきます,N4,お土産を買ってきます。,I'll go buy souvenirs (and come back).,"Marks the direction of movement or change relative to the speaker: きます toward the speaker/here, いきます away from the speaker/onward.","できる日本語 初中級 本冊"
78,10,旅行に行って,ガイドブックを片手に,Aそうに＋V,doing ~ in a ~-looking manner,い-Adj stem／な-Adj stem + そうに + Verb,N4,子どもたちは楽しそうに遊んでいます。,The children are playing in a way that looks fun.,"Adverbial use of the 様態そうです pattern, describing the manner in which an action is performed based on outward appearance.","できる日本語 初中級 本冊"
79,10,旅行に行って,ガイドブックを片手に,～みたいです（比況）,it's like ~ / just like ~ (simile/comparison),Noun + みたいです,N4,この建物、まるでお城みたいですね。,"This building looks just like a castle, doesn't it?","Comparison use of みたいです likening one thing to another, distinct from the 'seems/appears' evidential use.","できる日本語 初中級 本冊"
80,10,旅行に行って,ガイドブックを片手に,受身（無生物主語）,passive with an inanimate subject,Inanimate Noun + が/は + Verb (passive form),N3,このお祭りは400年前から続けられています。,This festival has been carried on since 400 years ago.,"Passive voice used objectively to describe facts, history, or processes involving things rather than people; common in explanations and writing, without the suffering nuance.","できる日本語 初中級 本冊"
81,11,地域社会の中で,慣れてくると,Vるようになります,"to reach a point where ~ (habit/ability change, revisited)",Verb dictionary form + ようになります,N4,この町に慣れて、一人で買い物に行けるようになりました。,I've gotten used to this town and reached the point where I can go shopping alone.,"Same core pattern as in Lesson 1, reinforced here for describing gradual adjustment to a new environment.","できる日本語 初中級 本冊"
82,11,地域社会の中で,慣れてくると,Vなくなります,to reach a point where ~ no longer happens,Verb ない-form (drop い) + くなります,N4,最近、国の料理が恋しくなくなりました。,"Lately, I've stopped missing my country's food.","Negative counterpart of Vるようになります; marks the loss or disappearance of a previous state, habit, or ability.","できる日本語 初中級 本冊"
83,11,地域社会の中で,慣れてくると,Vたばかりです,just did ~ (very recently completed),Verb た-form + ばかりです,N4,この町に来たばかりで、まだよく分かりません。,"I just came to this town, so I still don't know it well.","Emphasizes that very little time has passed since the action, often used to explain why the speaker lacks experience or knowledge yet.","できる日本語 初中級 本冊"
84,11,地域社会の中で,慣れてくると,Vながら、～,while doing ~ (simultaneous actions),Verb ます-stem + ながら,N4,音楽を聞きながら、掃除をします。,I clean while listening to music.,"Connects two actions performed by the same subject at the same time, with the main action being the one after ながら.","できる日本語 初中級 本冊"
85,11,地域社会の中で,スポーツチームに入って,～と言っていました,(someone) said that ~ (reported speech),plain form + と言っていました,N4,田中さんは来週引っ越すと言っていました。,Tanaka said that he's moving next week.,Standard way to report what someone else said; keeps the original tense/mood of the quoted statement.,"できる日本語 初中級 本冊"
86,11,地域社会の中で,スポーツチームに入って,命令形,imperative form,"Godan: change to え-row; Ichidan: drop る + ろ; する→しろ, 来る→来い",N2,頑張れ！もう少しだ！,Do your best! Just a bit more!,"Blunt command form used mainly by men in casual speech, in sports cheering, quoted speech, or signage; too direct for everyday polite use.","できる日本語 初中級 本冊"
87,11,地域社会の中で,スポーツチームに入って,禁止形,prohibitive form (don't do ~),Verb dictionary form + な,N2,危ないから、そこに入るな。,"It's dangerous, so don't go in there.","Very blunt negative command, often seen on warning signs or used in strong reported/quoted speech; not appropriate for polite conversation.","できる日本語 初中級 本冊"
88,11,地域社会の中で,スポーツチームに入って,Vながら、～（同時進行）,"while ~ing (simultaneous, revisited)",Verb ます-stem + ながら,N4,選手たちは声をかけながら、練習しています。,The players are practicing while calling out to each other.,"Reinforces the same ながら pattern in a sports/team context, describing two things happening in parallel.","できる日本語 初中級 本冊"
89,12,私の健康法,体調不良,［～個、～時間、～杯…］も～,as many/much as ~ (emphasizing a large quantity),Number + counter + も + Verb,N4,薬を3回も飲みましたが、まだ熱があります。,"I've taken the medicine as many as 3 times, but I still have a fever.",も after a quantity emphasizes that the amount is surprisingly large from the speaker's perspective.,"できる日本語 初中級 本冊"
90,12,私の健康法,体調不良,［～個、～時間、～杯…］しか～,"only ~ (emphasizing a small quantity, with negative verb)",Number + counter + しか + negative verb,N4,昨日は2時間しか寝られませんでした。,Yesterday I could only sleep 2 hours.,しか always pairs with a negative predicate and emphasizes that the amount is surprisingly small.,"できる日本語 初中級 本冊"
91,12,私の健康法,体調不良,Vたらどうですか,why don't you ~? (suggestion),Verb た-form + らどうですか,N4,眠れないなら、病院に行ったらどうですか。,"If you can't sleep, why don't you go to the hospital?","Common way to offer a suggestion or piece of advice; can sound slightly directive, so intonation/context matters.","できる日本語 初中級 本冊"
92,12,私の健康法,体調不良,Vないで、～,without doing ~ / instead of doing ~,Verb ない-form (drop い) + いで,N5,薬を飲まないで、寝てしまいました。,I fell asleep without taking my medicine.,Marks that an expected action was not carried out before/instead of another action; different from ないでください which is a request.,"できる日本語 初中級 本冊"
93,12,私の健康法,体調不良,～らしいです（伝聞）,apparently ~ / I heard that ~,plain form + らしいです,N4,あの薬はよく効くらしいです。,Apparently that medicine works well.,"Reports information the speaker heard or read from an outside source, with some distance/uncertainty compared to firsthand knowledge.","できる日本語 初中級 本冊"
94,12,私の健康法,体調不良,Vて、～／Vないで、～（付帯状況）,"doing ~, / without doing ~, (accompanying circumstance)",Verb て-form／ない-form + いで + main clause,N4,熱があって、体が重いです。,"I have a fever, and my body feels heavy.","Describes an accompanying state or condition under which the main clause happens, closely related to but broader than the reason-giving use of て.","できる日本語 初中級 本冊"
95,12,私の健康法,毎日、元気に！,Vのに～／Nに～,for ~ing / for the purpose of ~ (usefulness),Verb dictionary form + のに；Noun + に,N4,このお茶は健康にいいです。ダイエットのにも使利です。,This tea is good for your health. It's also handy for dieting.,Marks the purpose or use-case something is good/useful/necessary for; often follows with いいです、便利です、必要です etc.,"できる日本語 初中級 本冊"
96,12,私の健康法,毎日、元気に！,Vやすいです（傾向・性質）,"tends to ~ easily (tendency, revisited)",Verb ます-stem + やすいです,N4,疲れているときは、風邪をひきやすいです。,"When you're tired, you tend to catch colds easily.",Same form as Lesson 2's 'easy to do' meaning but here shifts to describing a natural tendency or susceptibility.,"できる日本語 初中級 本冊"
97,12,私の健康法,毎日、元気に！,Vにくいです（傾向・性質）,doesn't easily ~ (low tendency),Verb ます-stem + にくいです,N4,野菜をたくさん食べる人は太りにくいです。,People who eat a lot of vegetables don't easily gain weight.,"Tendency-based counterpart to にくいです's 'difficult to do' meaning, describing resistance to a change or outcome.","できる日本語 初中級 本冊"
98,12,私の健康法,毎日、元気に！,Vるようにしています／Vないようにしています,I make it a habit to (not) do ~,Verb dictionary form／ない-form + ようにしています,N4,健康のために、毎朝走るようにしています。,"For my health, I make it a habit to run every morning.","Describes an ongoing effort or habit the speaker maintains, as opposed to ことにしています which marks a one-time decision.","できる日本語 初中級 本冊"
99,12,私の健康法,毎日、元気に！,Vることにします／Vないことにします,I've decided to (not) do ~,Verb dictionary form／ない-form + ことにします,N4,今日からお酒をやめることにします。,I've decided to quit drinking from today.,"Marks a personal decision made by the speaker at that moment, contrasted with ことになります which describes a decision made externally/by circumstance.","できる日本語 初中級 本冊"
100,13,親の気持ち・子の気持ち,町で見かけた子どもたち,使役動詞,causative verb (to make/let someone do ~),"Godan: change う-row to あ-row + せる; Ichidan: stem + させる; する→させる, 来る→来させる",N4,母は毎日子どもに野菜を食べさせます。,My mother makes her child eat vegetables every day.,Expresses causing or allowing another person to perform an action; meaning (force vs. permission) depends on context and the verb's nature.,"できる日本語 初中級 本冊"
101,13,親の気持ち・子の気持ち,町で見かけた子どもたち,Vのを見ました,saw (someone/something) doing ~,Verb dictionary form／ている + のを見ました,N4,子どもが道路に飛び出すのを見ました。,I saw a child dash out into the road.,"のを nominalizes the witnessed event as the direct object of 見ました, common for describing scenes one observed.","できる日本語 初中級 本冊"
102,13,親の気持ち・子の気持ち,町で見かけた子どもたち,Vていました（過去の習慣）,used to be ~ing (past habitual/ongoing state),Verb て-form + いました,N4,子どものころ、毎日公園で遊んでいました。,"When I was a child, I used to play at the park every day.","Describes a habitual action or ongoing state that was true in the past but no longer continues, distinguishing it from a single completed past action.","できる日本語 初中級 本冊"
103,13,親の気持ち・子の気持ち,思い出すと,NばかりVています／Vてばかりいます,does nothing but ~ / is always ~ing,Noun + ばかり + Verb；Verb て-form + ばかりいます,N4,弟はゲームばかりしています。／弟はゲームをしてばかりいます。,My little brother does nothing but play games.,"Expresses that an action is repeated excessively, often with a critical or exasperated nuance.","できる日本語 初中級 本冊"
104,13,親の気持ち・子の気持ち,思い出すと,使役受身,causative-passive (made to do ~ against one's will),Godan: あ-row + せられる／される (contracted); Ichidan: stem + させられる,N3,子どものころ、よく塾に行かせられました。,"When I was a child, I was often made to go to cram school.","Combines causative and passive to express being forced into an action by someone else, typically with reluctance or complaint.","できる日本語 初中級 本冊"
105,13,親の気持ち・子の気持ち,思い出すと,Vせてくれます／Vせてもらいます,to let/allow someone to do ~ for me (permissive giving/receiving),Verb causative て-form + くれます／もらいます,N4,親は好きなことをやらせてくれました。,My parents let me do what I liked.,Combines causative permission with the giving/receiving verbs てくれる／てもらう to express gratitude for being allowed to do something.,"できる日本語 初中級 本冊"
106,14,イベント・行事,私の国の行事,Nって何ですか,what is N? (casual way to ask for a definition),Noun + って何ですか,N4,ひな祭りって何ですか。,What is Hinamatsuri?,"Casual conversational equivalent of ～とは何ですか, using って as a colloquial topic/quotation marker.","できる日本語 初中級 本冊"
107,14,イベント・行事,私の国の行事,Nというのは～,"as for N, it is ~ (defining/explaining a topic)",Noun + というのは,N4,お盆というのは、先祖を迎える日本の行事です。,Obon is a Japanese event where ancestors' spirits are welcomed home.,"Introduces and defines a topic, often used when explaining an unfamiliar term or concept in more detail than というのは's casual cousin って.","できる日本語 初中級 本冊"
108,14,イベント・行事,私の国の行事,～と言われています,it is said that ~ (common belief/tradition),plain form + と言われています,N3,この祭りは豊作を願って始まったと言われています。,This festival is said to have started as a prayer for a good harvest.,"States a widely-held belief, tradition, or common knowledge, without a specific named source (unlike と言っていました).","できる日本語 初中級 本冊"
109,14,イベント・行事,私の国の行事,NのようなN,N such as ~ / N like ~,Noun + のような + Noun,N4,着物のような伝統的な服を着ます。,We wear traditional clothing like kimono.,"Gives an example to illustrate the kind of thing being referred to, functioning adjectivally before another noun.","できる日本語 初中級 本冊"
110,14,イベント・行事,贈り物の習慣,～かな／Vようかな,I wonder if ~ / maybe I'll ~ (casual self-directed musing),plain form + かな；Verb volitional + かな,N4,何をプレゼントしようかな。,I wonder what I should give as a present.,"Casual, softened way of thinking out loud to oneself; often used when the speaker is undecided.","できる日本語 初中級 本冊"
111,14,イベント・行事,贈り物の習慣,Nなんかどうですか,how about (something like) N? (casual suggestion),Noun + なんかどうですか,N4,お菓子なんかどうですか。,How about something like sweets?,"なんか softens the suggestion, implying 'something along the lines of' rather than a firm specific proposal.","できる日本語 初中級 本冊"
112,14,イベント・行事,贈り物の習慣,イA／ナAがっています,shows signs of feeling ~ (third person observed emotion),い-Adj stem／な-Adj stem + がっています,N4,娘は新しいおもちゃをほしがっています。,My daughter is showing that she wants the new toy.,"Used to describe an emotion or desire observed in a third person from outward behavior, since adjectives like ほしい／うれしい normally describe only the speaker's own feelings directly.","できる日本語 初中級 本冊"
113,14,イベント・行事,贈り物の習慣,～からです,"it's because ~ (giving a reason, often in explanation)",plain form + からです,N4,花をあげるのは、彼女が花が好きだからです。,The reason I'm giving her flowers is because she likes flowers.,"Places the reason at the end of the sentence as an independent explanatory statement, often answering a どうして／なぜ question.","できる日本語 初中級 本冊"
114,15,気になるニュース,発表の準備,～んだって,I heard that ~ (very casual reported speech),plain form + んだって,N3,来月、消費税が上がるんだって。,I heard that the consumption tax is going up next month.,"Very casual contraction of ～んだそうです／と聞いた, used mainly with friends in spoken Japanese.","できる日本語 初中級 本冊"
115,15,気になるニュース,発表の準備,Vるのはどうですか,how about doing ~? (suggesting an action),Verb dictionary form + のはどうですか,N4,アンケートを取ってみるのはどうですか。,How about trying to take a survey?,Suggests a specific course of action by nominalizing it with の and proposing it with どうですか.,"できる日本語 初中級 本冊"
116,15,気になるニュース,発表の準備,～だけじゃなくて、～も～,not only ~ but also ~,Noun/plain form + だけじゃなくて、～も,N4,このニュースは日本だけじゃなくて、世界中で話題になっています。,This news is a hot topic not only in Japan but around the world.,Adds emphasis by explicitly excluding a narrower scope before including the broader one; casual contraction of だけではなくて.,"できる日本語 初中級 本冊"
117,15,気になるニュース,発表の準備,～と、～,"when/if ~ (general/automatic condition, revisited)",plain form + と,N4,ニュースを見ると、いつも同じ話題ばかりです。,"Whenever I watch the news, it's always the same topics.","Marks an automatic, predictable, or habitual outcome that reliably follows the first clause; not used for one-time volitional plans.","できる日本語 初中級 本冊"
118,15,気になるニュース,みんなの前で発表,Vてきました,has been ~ing (up until now) / did ~ and returned,Verb て-form + きました,N4,この問題は長い間議論されてきました。,This issue has been debated for a long time.,"When paired with an ongoing/passive verb, marks a continuous trend leading up to the present moment, distinct from the literal 'went and did/came back' meaning.","できる日本語 初中級 本冊"
119,15,気になるニュース,みんなの前で発表,～ために、～（原因）,"because of ~ / due to ~ (cause, not purpose)",Noun + の + ために；plain form + ために,N3,大雨のために、電車が止まりました。,"Due to the heavy rain, the trains stopped.","Here ために expresses a cause/reason for an unintended result, distinct from the purpose meaning (Vるために) learned in Lesson 3; distinguishable by context — this use typically pairs with an involuntary outcome.","できる日本語 初中級 本冊"
