vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,page,textbook
単語,たんご,word,,毎日（まいにち）新（あたら）しい単語（たんご）を覚（おぼ）える。,I memorize new words every day.,,16,32,できる日本語 中級 本冊
式,しき,formula,a formula / equation; a ceremony,この式（しき）を解（と）いてください。,Please solve this equation.,,16,32,できる日本語 中級 本冊
こなす,こなす,to deal with,"to handle / get through / manage (work, tasks)",大量（たいりょう）の仕事（しごと）を一日（いちにち）でこなす。,to plow through a mountain of work in one day.,,16,32,できる日本語 中級 本冊
求める,もとめる,to request,to seek / demand / ask for,困（こま）ったときは助（たす）けを求（もと）める。,to ask for help when in trouble.,,16,32,できる日本語 中級 本冊
真剣（な）,しんけん,seriously,serious / earnest,真剣（しんけん）に将来（しょうらい）を考（かんが）える。,to think seriously about the future.,,16,32,できる日本語 中級 本冊
正体,しょうたい,true colors,true identity / real nature,ついに犯人（はんにん）の正体（しょうたい）が分（わ）かった。,At last the culprit's true identity came out.,,16,32,できる日本語 中級 本冊
組,くみ,class,a class/homeroom group (school); a set,一年（いちねん）二組（にくみ）の担任（たんにん）。,"the homeroom teacher of Year 1, Class 2.",,16,32,できる日本語 中級 本冊
時間割,じかんわり,timetable,,新学期（しんがっき）の時間割（じかんわり）を確認（かくにん）する。,I check the new term's timetable.,,16,32,できる日本語 中級 本冊
社会,しゃかい,social studies,social studies (school subject); society,,,,16,32,できる日本語 中級 本冊
技術,ぎじゅつ,technical studies,technical arts (school subject); technology/skill,,,,16,32,できる日本語 中級 本冊
学級活動,がっきゅうかつどう,homeroom activities,,,,,16,32,できる日本語 中級 本冊
国語,こくご,Japanese,national language = Japanese (school subject),,,,16,32,できる日本語 中級 本冊
総合,そうごう,integrated study,,,,,16,32,できる日本語 中級 本冊
理科,りか,science,,,,,16,32,できる日本語 中級 本冊
道徳,どうとく,ethics,,,,,16,32,できる日本語 中級 本冊
清掃する,せいそうする,to clean,,放課後（ほうかご）に教室（きょうしつ）を清掃（せいそう）する。,We clean the classroom after school.,,16,32,できる日本語 中級 本冊
放課後,ほうかご,after school,,放課後（ほうかご）に友達（ともだち）と遊（あそ）ぶ。,I hang out with friends after school.,,16,32,できる日本語 中級 本冊
部活動（部活）,ぶかつどう（ぶかつ）,club activities,,学生時代（がくせいじだい）は部活動（ぶかつどう）に熱中（ねっちゅう）した。,In school I was really into club activities.,,16,32,できる日本語 中級 本冊
懐かしい,なつかしい,(it) brings back memories,nostalgic / dear (brings back fond memories),卒業（そつぎょう）アルバムを見（み）ると懐（なつ）かしい。,Looking at the yearbook brings back memories.,,16,32,できる日本語 中級 本冊
サボる,サボる,"to skip, to bunk off","to skip / cut (class, work); to slack off",熱（ねつ）が出（で）たわけでもないのに授業（じゅぎょう）をサボった。,I skipped class even though I wasn't sick.,,16,32,できる日本語 中級 本冊
ものすごい,ものすごい,terribly,tremendous / incredible / awful,駅前（えきまえ）はものすごい人込（ひとご）みだった。,The area by the station was an incredible crowd.,,16,32,できる日本語 中級 本冊
レギュラー,レギュラー,regular member of a team,,,,,16,32,できる日本語 中級 本冊
しゃべる,しゃべる,to chat,,休（やす）み時間（じかん）に友達（ともだち）としゃべる。,I chat with friends during break.,,16,32,できる日本語 中級 本冊
右に出る者がない,みぎにでるものがない,no one surpasses him/her,to be second to none / unsurpassed (idiom),数学（すうがく）では彼（かれ）の右（みぎ）に出（で）る者（もの）がない。,"In math, no one can beat him.",,16,32,できる日本語 中級 本冊
述べる,のべる,to state,"to state / express (an opinion, formally)",自分（じぶん）の意見（いけん）をはっきり述（の）べる。,to state one's opinion clearly.,,16,32,できる日本語 中級 本冊
生徒,せいと,pupil,a pupil / student (esp. middle/high school),クラスの生徒（せいと）が全員（ぜんいん）集（あつ）まった。,All the students in the class gathered.,,16,32,できる日本語 中級 本冊
業者,ぎょうしゃ,contractor,a vendor / contractor / trader (business),業者（ぎょうしゃ）にエアコンの修理（しゅうり）を頼（たの）む。,to ask a contractor to repair the AC.,,16,32,できる日本語 中級 本冊
ふざける,ふざける,to joke around,,授業中（じゅぎょうちゅう）にふざけて先生（せんせい）に怒（おこ）られた。,I fooled around in class and got told off.,,16,32,できる日本語 中級 本冊
隅々,すみずみ,corners,every nook and cranny / all over,部屋（へや）の隅々（すみずみ）まで掃除（そうじ）する。,to clean every corner of the room.,,16,32,できる日本語 中級 本冊
納豆,なっとう,natto (fermented soy beans),,,,,16,32,できる日本語 中級 本冊
湿度,しつど,humidity,,今日（きょう）は湿度（しつど）が高（たか）くて蒸（む）し暑（あつ）い。,It's humid and muggy today.,,16,32,できる日本語 中級 本冊
勝負する,しょうぶする,to fight,to compete / have a contest / go head-to-head,最後（さいご）まで真剣（しんけん）に勝負（しょうぶ）する。,to compete in earnest to the end.,,16,32,できる日本語 中級 本冊
運,うん,luck,,試験（しけん）は実力（じつりょく）だけでなく運（うん）もある。,Exams take not just skill but luck too.,,16,32,できる日本語 中級 本冊
センター試験,センターしけん,Examination organized by the National Test Center for University Admissions,,,,,16,32,できる日本語 中級 本冊
初日,しょにち,first day,,試験（しけん）の初日（しょにち）はとても緊張（きんちょう）した。,I was very nervous on the first day of the exam.,,16,32,できる日本語 中級 本冊
公民,こうみん,civics,,,,,16,32,できる日本語 中級 本冊
地理,ちり,geography,,,,,16,32,できる日本語 中級 本冊
参考書,さんこうしょ,reference book,,数学（すうがく）の参考書（さんこうしょ）で勉強（べんきょう）する。,I study with a math reference book.,,16,32,できる日本語 中級 本冊
筆記用具,ひっきようぐ,writing implements,,,,,16,32,できる日本語 中級 本冊
終える,おえる,to finish,to finish / complete (transitive),今日中（きょうじゅう）に仕事（しごと）を終（お）える。,I finish the work by the end of today.,,16,32,できる日本語 中級 本冊
受験生,じゅけんせい,examinee,a student preparing for entrance exams,受験生（じゅけんせい）は毎日（まいにち）遅（おそ）くまで勉強（べんきょう）する。,Exam students study late every day.,,16,32,できる日本語 中級 本冊
短大,たんだい,junior college,,,,,16,32,できる日本語 中級 本冊
少子化,しょうしか,declining birth rate,,少子化（しょうしか）で大学（だいがく）の数（かず）が減（へ）る。,Universities decrease due to the falling birthrate.,,16,32,できる日本語 中級 本冊
ここ数年,ここすうねん,the past few years,,ここ数年（すうねん）、受験者（じゅけんしゃ）の数（かず）が減（へ）っている。,The number of applicants has fallen these past few years.,,16,32,できる日本語 中級 本冊
変動する,へんどうする,to fluctuate,to fluctuate / vary,為替（かわせ）が大（おお）きく変動（へんどう）する。,Exchange rates fluctuate sharply.,,16,32,できる日本語 中級 本冊
長引く,ながびく,to prolong,to drag on / be prolonged,話（はな）し合（あ）いが長引（ながび）いた。,The discussion dragged on.,,16,33,できる日本語 中級 本冊
不況,ふきょう,recession,a recession / economic slump,不況（ふきょう）で就職（しゅうしょく）が難（むずか）しい。,Jobs are hard to find in a recession.,,16,33,できる日本語 中級 本冊
有利（な）,ゆうり,advantageous,advantageous / favorable,資格（しかく）があると就職（しゅうしょく）に有利（ゆうり）だ。,Having a qualification is an advantage in job-hunting.,,16,33,できる日本語 中級 本冊
国立,こくりつ,national,,,,,16,33,できる日本語 中級 本冊
国公立大学,こっこうりつだいがく,national (public) university,,,,,16,33,できる日本語 中級 本冊
全～,ぜん～,all,,,,"（全6教科29科目）all (all 6 curricula, 29 subjects)",16,33,できる日本語 中級 本冊
教科,きょうか,curriculum,,,,,16,33,できる日本語 中級 本冊
科目,かもく,subject,a subject / course item,試験（しけん）の科目（かもく）を一（ひと）つ選（えら）ぶ。,I choose one exam subject.,,16,33,できる日本語 中級 本冊
そのうち,そのうち,among these,among them; before long / eventually,そのうち分（わ）かるようになるだろう。,You'll come to understand it eventually.,,16,33,できる日本語 中級 本冊
志望する,しぼうする,"to choose (school, career, etc.)","to aspire to / apply for (a school, job)",第一志望（だいいちしぼう）の大学（だいがく）に合格（ごうかく）した。,I got into my first-choice university.,,16,33,できる日本語 中級 本冊
学科,がっか,department,an academic department / course of study,経済学科（けいざいがっか）を志望（しぼう）する。,to apply to the economics department.,,16,33,できる日本語 中級 本冊
選択する,せんたくする,to choose,,好（す）きな選択科目（せんたくかもく）を選択（せんたく）する。,I choose the elective I like.,,16,33,できる日本語 中級 本冊
開始する,かいしする,to start,,ちょうど九時（くじ）に試験（しけん）が開始（かいし）された。,The exam started right at nine.,,16,33,できる日本語 中級 本冊
～近く,～ちかく,almost,,,,（９時間近く）almost (almost 9 hours),16,33,できる日本語 中級 本冊
全域,ぜんいき,all areas,the whole area / entire region,明日（あした）は県（けん）の全域（ぜんいき）で雨（あめ）が降（ふ）る。,It'll rain across the whole prefecture tomorrow.,,16,33,できる日本語 中級 本冊
長年,ながねん,many years,,長年（ながねん）の夢（ゆめ）がついにかなった。,My long-held dream finally came true.,,16,33,できる日本語 中級 本冊
マラソン,マラソン,marathon,,,,,16,33,できる日本語 中級 本冊
付く,つく,to gain,,,,（自信が付く）to gain ((self-)confidence),16,33,できる日本語 中級 本冊
地方版,ちほうばん,regional edition,,,,,16,33,できる日本語 中級 本冊
シーズン,シーズン,season,,,,,16,33,できる日本語 中級 本冊
ピーク,ピーク,peak,,,,,16,33,できる日本語 中級 本冊
遠方,えんぽう,a long way away,a faraway place / a distance,遠方（えんぽう）から祖父母（そふぼ）が来（き）てくれた。,My grandparents came from far away.,,16,33,できる日本語 中級 本冊
アイデア,アイデア,idea,,,,,16,33,できる日本語 中級 本冊
競う,きそう,to compete,,二人（ふたり）が一位（いちい）を競（きそ）う。,The two compete for first place.,,16,33,できる日本語 中級 本冊
カツサンド,カツサンド,(breaded) pork cutlet sandwich,,,,,16,33,できる日本語 中級 本冊
加湿器,かしつき,humidifier,,,,,16,33,できる日本語 中級 本冊
祈願する,きがんする,to pray,"to pray for (a wish, esp. at a shrine)",神社（じんじゃ）で合格（ごうかく）を祈願（きがん）する。,to pray for exam success at the shrine.,,16,33,できる日本語 中級 本冊
お札,おふだ,"amulet, talisman",a paper amulet/talisman (from a shrine),合格（ごうかく）のお札（ふだ）を机（つくえ）に貼（は）る。,to put a good-luck amulet on my desk.,,16,33,できる日本語 中級 本冊
現役,げんえき,someone who passes a university entrance exam straight from high school,,,,,16,33,できる日本語 中級 本冊
リラックスする,リラックスする,to relax,,,,,16,33,できる日本語 中級 本冊
臨む,のぞむ,to face,"to face / take on (an exam, a challenge)",万全（ばんぜん）の準備（じゅんび）で試験（しけん）に臨（のぞ）む。,to face the exam fully prepared.,,16,33,できる日本語 中級 本冊
年末年始,ねんまつねんし,the New Year's holiday,,年末年始（ねんまつねんし）は実家（じっか）で過（す）ごす。,I spend the New Year holiday at my family home.,,16,33,できる日本語 中級 本冊
前向き（な）,まえむき,positive,positive / forward-looking,失敗（しっぱい）しても前向（まえむ）きに考（かんが）える。,"Even after failing, I think positively.",,16,33,できる日本語 中級 本冊
交える,まじえる,to exchange,to mix in / include (e.g. exchange words),冗談（じょうだん）を交（まじ）えて楽（たの）しく話（はな）す。,to chat cheerfully with jokes mixed in.,,16,33,できる日本語 中級 本冊
後押しする,あとおしする,to support,to back / give a push / support,先生（せんせい）が私（わたし）の挑戦（ちょうせん）を後押（あとお）ししてくれた。,My teacher gave my challenge a push.,,16,33,できる日本語 中級 本冊
身に付ける,みにつける,to learn,"to acquire / master (a skill, knowledge)",仕事（しごと）に必要（ひつよう）な技術（ぎじゅつ）を身（み）に付（つ）ける。,to acquire the skills needed for the job.,,16,33,できる日本語 中級 本冊
さ,さ,sentence ending to express assertion,,,,（それがさ）sentence ending to express assertion (it's that...),16,33,できる日本語 中級 本冊
場,ば,place,a place / setting / occasion,学生（がくせい）が学（まな）べる場（ば）を作（つく）る。,to create a place where students can learn.,,16,33,できる日本語 中級 本冊
生かす,いかす,to make the most of,to make use of / put to good use,留学（りゅうがく）の経験（けいけん）を仕事（しごと）に生（い）かす。,to put my study-abroad experience to use at work.,,16,33,できる日本語 中級 本冊
成績,せいせき,results,grades / results (academic or performance),努力（どりょく）して成績（せいせき）が上（あ）がった。,My grades went up with effort.,,16,33,できる日本語 中級 本冊
ボーナス,ボーナス,bonus,,,,,16,33,できる日本語 中級 本冊
あと～,あと～,more,,,,（あと数週間）more (a few more weeks),16,33,できる日本語 中級 本冊
農作物,のうさくぶつ,crop,agricultural crops / produce,天候（てんこう）で農作物（のうさくぶつ）の出来（でき）が変（か）わる。,The harvest varies with the weather.,,16,33,できる日本語 中級 本冊
文化祭,ぶんかさい,culture / school festival,,文化祭（ぶんかさい）でクラスの劇（げき）をする。,Our class puts on a play at the school festival.,,16,33,できる日本語 中級 本冊
演劇,えんげき,play,a (stage) play / drama / theater,高校（こうこう）で演劇（えんげき）部（ぶ）に入（はい）った。,I joined the drama club in high school.,,16,33,できる日本語 中級 本冊
世の中,よのなか,"the world, life",the world / society / life,世（よ）の中（なか）は思（おも）ったより厳（きび）しい。,The world is tougher than I thought.,,16,33,できる日本語 中級 本冊
受け身,うけみ,passive,passive (attitude); the passive (grammar),受（う）け身（み）の姿勢（しせい）では成長（せいちょう）できない。,You can't grow with a passive attitude.,,16,33,できる日本語 中級 本冊
体感する,たいかんする,to experience,to experience firsthand / feel bodily,授業（じゅぎょう）で実際（じっさい）の仕事（しごと）を体感（たいかん）する。,to experience real work firsthand in class.,,16,33,できる日本語 中級 本冊
関わる,かかわる,to be involved with,to be involved in / have to do with,将来（しょうらい）は教育（きょういく）に関（かか）わる仕事（しごと）がしたい。,I want a job involving education in the future.,,16,33,できる日本語 中級 本冊
テーマ,テーマ,theme,,,,,16,33,できる日本語 中級 本冊
教師,きょうし,teacher,a teacher (formal),彼女（かのじょ）は高校（こうこう）の英語（えいご）教師（きょうし）だ。,She's a high school English teacher.,,16,33,できる日本語 中級 本冊
保護者,ほごしゃ,parent / guardian,a guardian / parent (of a student),学校（がっこう）が保護者（ほごしゃ）に連絡（れんらく）する。,The school contacts the guardians.,,16,33,できる日本語 中級 本冊
著書,ちょしょ,book,a (published) book by an author,先生（せんせい）の著書（ちょしょ）を読（よ）んで感動（かんどう）した。,I was moved reading my teacher's book.,,16,33,できる日本語 中級 本冊
ハンバーガー,ハンバーガー,hamburger,,,,,16,33,できる日本語 中級 本冊
最も,もっとも,most,the most / -est (formal),これが最（もっと）も大切（たいせつ）な点（てん）だ。,This is the most important point.,,16,33,できる日本語 中級 本冊
～ごと,～ごと,by,,,,（グループごと）by (by group),16,33,できる日本語 中級 本冊
ディスカッションする,ディスカッションする,to have a discussion,,,,,16,33,できる日本語 中級 本冊
決定する,けっていする,to decide,,学園祭（がくえんさい）の日程（にってい）が正式（せいしき）に決定（けってい）した。,The school festival dates were officially decided.,,16,33,できる日本語 中級 本冊
通行人,つうこうにん,passer-by,,通行人（つうこうにん）に駅（えき）までの道（みち）を聞（き）く。,I ask a passer-by the way to the station.,,16,33,できる日本語 中級 本冊
予測する,よそくする,to predict,to predict / forecast,来年（らいねん）の売（う）り上（あ）げを予測（よそく）する。,to forecast next year's sales.,,16,33,できる日本語 中級 本冊
原価,げんか,cost price,cost price / production cost,商品（しょうひん）の原価（げんか）を計算（けいさん）する。,to calculate the product's cost price.,,16,33,できる日本語 中級 本冊
原材料,げんざいりょう,raw materials,,原材料（げんざいりょう）の値段（ねだん）が上（あ）がっている。,The price of raw materials is rising.,,16,33,できる日本語 中級 本冊
説得する,せっとくする,to persuade,,留学（りゅうがく）を許（ゆる）してもらおうと両親（りょうしん）を説得（せっとく）した。,I tried to persuade my parents to let me study abroad.,,16,33,できる日本語 中級 本冊
ロールプレイ,ロールプレイ,role play,,,,,16,33,できる日本語 中級 本冊
好評（な）,こうひょう,popular,well-received / favorably reviewed,新（あたら）しいメニューが好評（こうひょう）だ。,The new menu is well-received.,,16,33,できる日本語 中級 本冊
挙げる,あげる,to list,"to give / cite / raise (an example, a hand)",具体的（ぐたいてき）な例（れい）を挙（あ）げて説明（せつめい）する。,to explain by giving concrete examples.,,16,33,できる日本語 中級 本冊
アルバム,アルバム,album,,,,,16,33,できる日本語 中級 本冊
あれこれ,あれこれ,this and that,this and that / all sorts of things,あれこれ考（かんが）えすぎて眠（ねむ）れない。,I overthink all sorts of things and can't sleep.,,16,33,できる日本語 中級 本冊
詰める,つめる,to pack,to pack / stuff / cram (into),かばんに荷物（にもつ）をぎゅうぎゅうに詰（つ）める。,to cram things tightly into the bag.,,16,33,できる日本語 中級 本冊
持ち続ける,もちつづける,to hold on to,to keep holding / hold onto (continuously),子供（こども）のころの夢（ゆめ）を今（いま）も持（も）ち続（つづ）けている。,I still hold onto my childhood dream.,,17,34,できる日本語 中級 本冊
学内,がくない,on-campus,within the school / on campus,学内（がくない）のイベントに積極的（せっきょくてき）に参加（さんか）する。,to actively join on-campus events.,,17,34,できる日本語 中級 本冊
活動的（な）,かつどうてき,active,active / energetic,彼女（かのじょ）は明（あか）るくて活動的（かつどうてき）だ。,She's cheerful and energetic.,,17,34,できる日本語 中級 本冊
クライアント,クライアント,client,,,,,17,34,できる日本語 中級 本冊
意向,いこう,wishes,(someone's) intention / wishes,お客様（きゃくさま）の意向（いこう）を第一（だいいち）に考（かんが）える。,I put the client's wishes first.,,17,34,できる日本語 中級 本冊
重視する,じゅうしする,to place a (high) value on,to place importance on / prioritize,この会社（かいしゃ）は経験（けいけん）より人柄（ひとがら）を重視（じゅうし）する。,This company values character over experience.,,17,34,できる日本語 中級 本冊
営業部,えいぎょうぶ,sales department,,,,,17,34,できる日本語 中級 本冊
配属する,はいぞくする,to assign,to assign / post (to a department),新人（しんじん）を営業部（えいぎょうぶ）に配属（はいぞく）する。,to assign a new hire to the sales department.,,17,34,できる日本語 中級 本冊
売り込む,うりこむ,to make a sale / pitch,to pitch / sell (oneself or a product),面接（めんせつ）で自分（じぶん）を売（う）り込（こ）む。,to sell yourself in the interview.,,17,34,できる日本語 中級 本冊
向く,むく,to be cut out for,,,,（私に向いている）to be cut out for (I am cut out for this),17,34,できる日本語 中級 本冊
部署,ぶしょ,department,a department / post / division,四月（しがつ）から新（あたら）しい部署（ぶしょ）に移（うつ）る。,I move to a new department in April.,,17,34,できる日本語 中級 本冊
所属する,しょぞくする,to belong to,,私（わたし）は営業部（えいぎょうぶ）に所属（しょぞく）している。,I belong to the sales department.,,17,34,できる日本語 中級 本冊
社会的責任,しゃかいてきせきにん,CSR (Corporate Social Responsibility),,,,,17,34,できる日本語 中級 本冊
利益,りえき,profits,profit / gain / benefit,会社（かいしゃ）の利益（りえき）を上（あ）げる。,to raise the company's profits.,,17,34,できる日本語 中級 本冊
上げる,あげる,to make,,,,（利益を上げる）to make (to make a profit),17,34,できる日本語 中級 本冊
果たす,はたす,to play (a role),"to fulfill / carry out (a role, duty)",自分（じぶん）の役割（やくわり）をしっかり果（は）たす。,to firmly fulfill one's role.,,17,34,できる日本語 中級 本冊
里山,さとやま,woodland in the countryside,,,,,17,34,できる日本語 中級 本冊
かつて,かつて,in the past,once / formerly / in the past,この辺（あた）りはかつて広（ひろ）い森（もり）だった。,This area was once a vast forest.,,17,34,できる日本語 中級 本冊
雑木林,ぞうきばやし,copse,,,,,17,34,できる日本語 中級 本冊
農村,のうそん,farming village,,,,,17,34,できる日本語 中級 本冊
手入れする,ていれする,to maintain,to maintain / take care of / tend,週末（しゅうまつ）に庭（にわ）を手入（てい）れする。,I tend the garden on weekends.,,17,34,できる日本語 中級 本冊
保つ,たもつ,to preserve,to keep / maintain (a state),部屋（へや）をきれいに保（たも）つ。,to keep the room clean.,,17,34,できる日本語 中級 本冊
荒れる,あれる,to run wild,to fall into disrepair / become rough or wild,手入（てい）れをしないと畑（はたけ）が荒（あ）れる。,"Without care, the field goes to ruin.",,17,34,できる日本語 中級 本冊
恵み,めぐみ,blessings,blessings / bounty (of nature),自然（しぜん）の恵（めぐ）みに感謝（かんしゃ）する。,to be thankful for nature's bounty.,,17,34,できる日本語 中級 本冊
農家,のうか,farmer,,,,,17,34,できる日本語 中級 本冊
植林する,しょくりんする,tree planting,,はげ山（やま）に木（き）を植林（しょくりん）する。,to plant trees on a barren mountain.,,17,34,できる日本語 中級 本冊
草刈り,くさかり,grass cutting,,夏（なつ）の草刈（くさか）りは本当（ほんとう）に大変（たいへん）だ。,Summer grass-cutting is really hard work.,,17,34,できる日本語 中級 本冊
伐採する,ばっさいする,tree felling,,古（ふる）くなった木（き）を伐採（ばっさい）する。,to fell the trees that have grown old.,,17,34,できる日本語 中級 本冊
作業する,さぎょうする,to work,to do (manual or practical) work / a task,みんなで協力（きょうりょく）して作業（さぎょう）する。,We all work on the task together.,,17,34,できる日本語 中級 本冊
かけがえのない,かけがえのない,irreplaceable,,かけがえのない自然（しぜん）を次（つぎ）の世代（せだい）に残（のこ）す。,to leave irreplaceable nature for the next generation.,,17,34,できる日本語 中級 本冊
飛び回る,とびまわる,to fly around,to fly/run around (busily),蜂（はち）が花（はな）から花（はな）へ飛（と）び回（まわ）る。,Bees fly from flower to flower.,,17,34,できる日本語 中級 本冊
結び付ける,むすびつける,to connect,to tie together / link / connect,学（まな）んだ知識（ちしき）を実際（じっさい）の仕事（しごと）に結（むす）び付（つ）ける。,to connect what you learned to real work.,,17,34,できる日本語 中級 本冊
親子,おやこ,parent and child,,親子（おやこ）で自然（しぜん）の中（なか）を散歩（さんぽ）する。,A parent and child walk through nature.,,17,34,できる日本語 中級 本冊
画家,がか,painter (artist),,,,,17,34,できる日本語 中級 本冊
経済的（な）,けいざいてき,economically,economic / financial; economical,大学卒業後（だいがくそつぎょうご）、経済的（けいざいてき）に自立（じりつ）した。,"After graduating, I became financially independent.",,17,34,できる日本語 中級 本冊
自立する,じりつする,to become independent,,親（おや）に頼（たよ）らず自立（じりつ）したい。,I want to be independent and not rely on my parents.,,17,34,できる日本語 中級 本冊
一人前,いちにんまえ,someone who stands on one's own two feet,a full-fledged adult/professional; one portion,修業（しゅぎょう）を重（かさ）ねて一人前（いちにんまえ）の職人（しょくにん）になる。,I train and train to become a full-fledged craftsman.,,17,34,できる日本語 中級 本冊
ただの,ただの,"any old, mere",mere / just an ordinary / nothing but,それはただの言（い）い訳（わけ）だ。,That's nothing but an excuse.,,17,34,できる日本語 中級 本冊
自己満足する,じこまんぞくする,self-satisfaction,(to indulge in) self-satisfaction / complacency,人（ひと）の役（やく）に立（た）たなければ、ただの自己満足（じこまんぞく）だ。,"If it doesn't help anyone, it's just self-satisfaction.",,17,34,できる日本語 中級 本冊
チャンス,チャンス,chance,,,,,17,34,できる日本語 中級 本冊
押し付ける,おしつける,to force (responsibility) onto someone,to force / impose (onto someone),自分（じぶん）の考（かんが）えを人（ひと）に押（お）し付（つ）けない。,I don't impose my views on others.,,17,34,できる日本語 中級 本冊
かわいそう（な）,かわいそう,"cruel, unfair",pitiful / a shame (deserving sympathy),雨（あめ）にぬれた子犬（こいぬ）がかわいそうだ。,I feel sorry for the rain-soaked puppy.,,17,34,できる日本語 中級 本冊
セミナー,セミナー,seminar,,,,,17,34,できる日本語 中級 本冊
取り寄せる,とりよせる,to send for,to order in / send away for (have delivered),必要（ひつよう）な資料（しりょう）を取（と）り寄（よ）せる。,to send away for the materials I need.,,17,34,できる日本語 中級 本冊
採用する,さいようする,to employ,"to hire; to adopt (a method, idea)",国籍（こくせき）を問（と）わず優秀（ゆうしゅう）な人（ひと）を採用（さいよう）する。,They hire capable people regardless of nationality.,,17,34,できる日本語 中級 本冊
国籍,こくせき,nationality,,彼（かれ）は二（ふた）つの国籍（こくせき）を持（も）っている。,He holds two nationalities.,,17,34,できる日本語 中級 本冊
優秀（な）,ゆうしゅう,talented,excellent / outstanding / capable,彼女（かのじょ）はとても優秀（ゆうしゅう）な学生（がくせい）だ。,She's a very capable student.,,17,34,できる日本語 中級 本冊
人材,じんざい,personnel,talented people / human resources,世界中（せかいじゅう）から優秀（ゆうしゅう）な人材（じんざい）を集（あつ）める。,to gather talented people from around the world.,,17,34,できる日本語 中級 本冊
使用する,しようする,to use,,この機械（きかい）は誰（だれ）でも簡単（かんたん）に使用（しよう）できる。,Anyone can easily use this machine.,,17,34,できる日本語 中級 本冊
発想する,はっそうする,to conceive of,to come up with an idea / conceive,常識（じょうしき）にとらわれず自由（じゆう）に発想（はっそう）する。,to think freely without being bound by convention.,,17,34,できる日本語 中級 本冊
マイナス,マイナス,negative,,,,,17,34,できる日本語 中級 本冊
視野,しや,(one's) horizons,field of vision; (fig.) one's perspective/scope,留学（りゅうがく）で視野（しや）が広（ひろ）がった。,Studying abroad broadened my horizons.,,17,34,できる日本語 中級 本冊
語学,ごがく,languages,language study / language skills,語学（ごがく）が得意（とくい）で三（みっ）つの言語（げんご）を話（はな）す。,I'm good at languages and speak three.,,17,34,できる日本語 中級 本冊
プラス,プラス,positive,,,,,17,34,できる日本語 中級 本冊
こうした,こうした,this kind of,,,,,17,34,できる日本語 中級 本冊
自己PRする,じこPRする,to promote oneself,,,,,17,34,できる日本語 中級 本冊
じっくり,じっくり,carefully,carefully / thoroughly / taking one's time,じっくり考（かんが）えてから返事（へんじ）をする。,I reply after thinking it over carefully.,,17,34,できる日本語 中級 本冊
学習する,がくしゅうする,to study,,効率（こうりつ）よく学習（がくしゅう）する方法（ほうほう）を探（さが）す。,I look for an efficient way to study.,,17,34,できる日本語 中級 本冊
口が悪い,くちがわるい,sharp-tongued,sharp-tongued / blunt (idiom),彼（かれ）は口（くち）が悪（わる）いが、根（ね）は優（やさ）しい。,"He's blunt, but kind at heart.",,17,34,できる日本語 中級 本冊
エントリーシート,エントリーシート,entry sheet,,,,,17,34,できる日本語 中級 本冊
動機,どうき,motivation,a motive / motivation (e.g. for applying),志望（しぼう）の動機（どうき）をはっきり書（か）く。,to clearly write one's reason for applying.,,17,34,できる日本語 中級 本冊
強み,つよみ,strengths,a strength / strong point,面接（めんせつ）で自分（じぶん）の強（つよ）みをアピールする。,to highlight one's strengths in the interview.,,17,34,できる日本語 中級 本冊
能力,のうりょく,ability,,彼（かれ）は高（たか）い能力（のうりょく）を持（も）っている。,He has high ability.,,17,34,できる日本語 中級 本冊
価値,かち,value,value / worth,それは挑戦（ちょうせん）する価値（かち）がある。,That's worth a try.,,17,34,できる日本語 中級 本冊
～観,～かん,sense,,,,（価値観）sense (sense of values),17,34,できる日本語 中級 本冊
OB,OB,alumnus (Old Boy),,,,,17,35,できる日本語 中級 本冊
OG,OG,alumna (Old Girl),,,,,17,35,できる日本語 中級 本冊
訪問する,ほうもんする,to visit,,卒業生（そつぎょうせい）として母校（ぼこう）を訪問（ほうもん）する。,to visit my old school as a graduate.,,17,35,できる日本語 中級 本冊
インターンシップ,インターンシップ,internship,,,,,17,35,できる日本語 中級 本冊
実感する,じっかんする,to actually feel,to really feel / experience for real,働（はたら）いてみて社会（しゃかい）の厳（きび）しさを実感（じっかん）した。,Working made me really feel how tough the world is.,,17,35,できる日本語 中級 本冊
何がなんでも,なにがなんでも,whatever happens,no matter what / by all means,何（なに）がなんでも第一志望（だいいちしぼう）に合格（ごうかく）したい。,I want to get into my top choice no matter what.,,17,35,できる日本語 中級 本冊
戦う,たたかう,to fight,,自分（じぶん）の弱（よわ）さと戦（たたか）う。,to fight one's own weakness.,,17,35,できる日本語 中級 本冊
依頼する,いらいする,to request,to request / commission (formally),専門家（せんもんか）に調査（ちょうさ）を依頼（いらい）する。,to commission a study from an expert.,,17,35,できる日本語 中級 本冊
差出人,さしだしにん,from (sender),,封筒（ふうとう）に差出人（さしだしにん）の名前（なまえ）を書（か）く。,to write the sender's name on the envelope.,,17,35,できる日本語 中級 本冊
宛先,あてさき,to (recipient),,メールの宛先（あてさき）を間違（まちが）えてしまった。,I got the email recipient wrong.,,17,35,できる日本語 中級 本冊
件名,けんめい,subject,,件名（けんめい）に用件（ようけん）を短（みじか）く書（か）く。,to write the matter briefly in the subject line.,,17,35,できる日本語 中級 本冊
