vocab,reading,english,my_meaning,example_jp,example_en,example,lesson,section,page,textbook
ムカムカ,,nauseous,,食べすぎて、胃がムカムカする。,I ate too much and feel sick to my stomach.,,12,1,19,できる日本語 初中級 本冊
肩,かた,shoulder,,肩がこりました。,My shoulders are stiff.,,12,2,19,できる日本語 初中級 本冊
首,くび,neck,,首が痛いです。,My neck hurts.,,12,2,19,できる日本語 初中級 本冊
カロリー,,calorie,,カロリーを気にしています。,I am conscious of calories.,,12,2,19,できる日本語 初中級 本冊
ジューサー,,juicer,,ジューサーでジュースを作ります。,I make juice with a juicer.,,12,2,19,できる日本語 初中級 本冊
体脂肪計,たいしぼうけい,body fat scale,,体脂肪計に乗ります。,I step on the body fat scale.,,12,2,19,できる日本語 初中級 本冊
体脂肪率,たいしぼうりつ,body fat percentage,,体脂肪率が下がりました。,My body fat percentage dropped.,,12,2,19,できる日本語 初中級 本冊
ネックストレッチ,,neck stretch,,ネックストレッチをします。,I do a neck stretch.,,12,2,19,できる日本語 初中級 本冊
マッサージ器,マッサージき,massage machine,,マッサージ器を使います。,I use a massage machine.,,12,2,19,できる日本語 初中級 本冊
万歩計,まんぽけい,pedometer,,万歩計をつけて歩きます。,I walk wearing a pedometer.,,12,2,19,できる日本語 初中級 本冊
ストレス,,stress,,ストレスがたまります。,Stress builds up.,,12,2,19,できる日本語 初中級 本冊
虫歯,むしば,(tooth) cavity,,虫歯が痛いです。,My cavity hurts.,,12,2,19,できる日本語 初中級 本冊
ビタミンＣ,,vitamin C,,ビタミンＣをとります。,I take vitamin C.,,12,2,19,できる日本語 初中級 本冊
方法,ほうほう,"method, technique, way of doing something",,勉強の方法を変えました。,I changed my study method.,,12,2,19,できる日本語 初中級 本冊
健康,けんこう,"health, fitness",health,健康に気をつけています。,I take care of my health.,,12,2,19,できる日本語 初中級 本冊
栄養,えいよう,nutrition,nutrition,栄養のバランスが大切です。,Nutritional balance is important.,,12,2,19,できる日本語 初中級 本冊
ショウガ,,ginger,ginger,ショウガを入れて煮ます。,I boil it with ginger.,,12,2,19,できる日本語 初中級 本冊
バランス,,balance,balance,勉強と遊びのバランスを取ります。,I balance studying and playing.,,12,2,19,できる日本語 初中級 本冊
～不足,ぶそく,"deficiency in ~, not enough ~",lack of ~,運動不足で太りました。,I gained weight due to a lack of exercise.,,12,2,19,できる日本語 初中級 本冊
取る,とる,"break free from, relieve",to get rid of (fatigue/pain),疲れを取るために風呂に入ります。,I take a bath to get rid of fatigue.,,12,2,19,できる日本語 初中級 本冊
測る,はかる,measure,to measure,体温を測ります。,I measure my body temperature.,,12,2,19,できる日本語 初中級 本冊
計算・する,けいさん・する,calculate,to calculate,電卓で計算します。,I calculate using a calculator.,,12,2,19,できる日本語 初中級 本冊
マッサージ・する,,massage,to massage,肩をマッサージしてもらいます。,I get my shoulders massaged.,,12,2,19,できる日本語 初中級 本冊
たまる,,build up,to build up / to accumulate,ストレスがたまっています。,Stress is building up.,,12,2,20,できる日本語 初中級 本冊
やせる,,"lose weight, become thin",to lose weight,ジムに通ってやせました。,I lost weight by going to the gym.,,12,2,20,できる日本語 初中級 本冊
こる,,become stiff,to get stiff (muscles),肩がこって痛いです。,My shoulders are stiff and hurt.,,12,2,20,できる日本語 初中級 本冊
動かす,うごかす,"move, set in motion",to move (something),体をたくさん動かします。,I move my body a lot.,,12,2,20,できる日本語 初中級 本冊
眠る,ねむる,sleep,to sleep,昨夜はよく眠れました。,I was able to sleep well last night.,,12,2,20,できる日本語 初中級 本冊
冷える,ひえる,"chill, get cold",to get cold,冬は足が冷えます。,My feet get cold in the winter.,,12,2,20,できる日本語 初中級 本冊
このごろ,,"these days, nowadays",these days,このごろ寒いですね。,It's cold these days, isn't it?,12,2,20,できる日本語 初中級 本冊
ふーん,,well…,I see / Hmm...,ふーん、そうなんですか。,I see, is that so?,12,2,20,できる日本語 初中級 本冊
グレープフルーツ,,grapefruit,grapefruit,朝にグレープフルーツを食べます。,I eat grapefruit in the morning.,,12,もう一度聞こう,20,できる日本語 初中級 本冊
二日酔い,ふつかよい,hangover,hangover,二日酔いで頭が痛いです。,I have a headache from a hangover.,,12,もう一度聞こう,20,できる日本語 初中級 本冊
温める,あたためる,warm,to warm up,冷めた料理を温めます。,I warm up the cold food.,,12,もう一度聞こう,20,できる日本語 初中級 本冊
気をつける,きをつける,be careful,to be careful,健康に気をつけてください。,Please be careful of your health.,,12,もう一度聞こう,20,できる日本語 初中級 本冊
自然,しぜん,nature,nature,自然を大切にしましょう。,Let's cherish nature.,,13,話読聞書,21,できる日本語 初中級 本冊
釣る,つる,fish,to fish,川で魚を釣ります。,I fish in the river.,,13,話読聞書,21,できる日本語 初中級 本冊
不利（な）,ふり,disadvantageous,disadvantageous,不利な条件で試合をした。,I played the match under disadvantageous conditions.,,13,話読聞書,21,できる日本語 初中級 本冊
手に入れる,てにいれる,"obtain, acquire",to obtain / to get one's hands on,やっと欲しい本を手に入れた。,I finally obtained the book I wanted.,,13,話読聞書,21,できる日本語 初中級 本冊
親,おや,parent,parent,親と一緒に住んでいます。,I live with my parents.,,13,1,21,できる日本語 初中級 本冊
父親,ちちおや,father,father,父親は会社員です。,My father is a company employee.,,13,1,21,できる日本語 初中級 本冊
母親,ははおや,mother,mother,母親は料理が上手です。,My mother is good at cooking.,,13,1,21,できる日本語 初中級 本冊
子ども,こども,"child, kid",child,近所の子どもと公園で遊びます。,I play with the neighborhood children in the park.,,13,1,21,できる日本語 初中級 本冊
家事,かじ,housework,housework,母は毎日家事をしています。,My mother does housework every day.,,13,1,21,できる日本語 初中級 本冊
コーチ,,coach,coach,コーチにアドバイスをもらいます。,I get advice from the coach.,,13,1,21,できる日本語 初中級 本冊
塾,じゅく,after-school cram school,cram school,塾に通っています。,I attend a cram school.,,13,1,21,できる日本語 初中級 本冊
数学,すうがく,"mathematics, math",math,数学のテストが難しかったです。,The math test was difficult.,,13,1,21,できる日本語 初中級 本冊
ゲームセンター,,game center,game center / arcade,ゲームセンターで遊びました。,I played at the game center.,,13,1,21,できる日本語 初中級 本冊
ころ,,when I was ~,at the age of ~ / when I was ~,5歳のころ、よく外で遊びました。,When I was 5, I often played outside.,,13,1,21,できる日本語 初中級 本冊
～キロ,,"~ kilometers, ~ kilograms",~ km / ~ kg,毎日5キロ走っています。,I run 5 kilometers every day.,,13,1,21,できる日本語 初中級 本冊
～ずつ,,every ~,~ each / every ~,1人に2枚ずつ配ってください。,Please hand out 2 to each person.,,13,1,21,できる日本語 初中級 本冊
騒ぐ,さわぐ,"be noisy, act up",to be noisy / to make a ruckus,隣の部屋が騒いでいます。,The next room is being noisy.,,13,1,21,できる日本語 初中級 本冊
世話・する,せわ・する,take care of,to take care of,小さい時に祖父母の世話をしました。,I took care of my grandparents when I was little.,,13,1,21,できる日本語 初中級 本冊
えらい,,"great, excellent, well done",great / admirable,えらい！よく頑張ったね。,Great! You did your best.,,13,1,21,できる日本語 初中級 本冊
この間,このあいだ,"the other day, during this time",the other day,この間、偶然友達に会いました。,The other day, I ran into a friend by chance.,,13,1,21,できる日本語 初中級 本冊
必ず,かならず,"by all means, certainly",without fail / certainly,毎日必ず日記を書きます。,I certainly write in my diary every day.,,13,1,21,できる日本語 初中級 本冊
やっぱり,,after all,after all / as I thought,やっぱり家が一番いいですね。,Home is the best place after all.,,13,1,21,できる日本語 初中級 本冊
夜遅く,よるおそく,late at night,late at night,夜遅くまで仕事をします。,I work until late at night.,,13,1,21,できる日本語 初中級 本冊
うち,,"I, me",I / my (informal),うちの親は厳しかったです。,My parents were strict.,,13,2,21,できる日本語 初中級 本冊
海外,かいがい,overseas,overseas,海外で生活してみたいです。,I want to try living overseas.,,13,2,21,できる日本語 初中級 本冊
曲,きょく,song track,song / music track,この曲を知っていますか。,Do you know this song?,13,2,21,できる日本語 初中級 本冊
教育,きょういく,education,education,教育は大切です。,Education is important.,,13,2,21,できる日本語 初中級 本冊
化粧品,けしょうひん,cosmetics,cosmetics / makeup,新しい化粧品を買いました。,I bought new cosmetics.,,13,2,21,できる日本語 初中級 本冊
けんか・する,,argue,to argue / to fight,兄とけんかしました。,I argued with my older brother.,,13,2,21,できる日本語 初中級 本冊
泣く,なく,cry,to cry,映画を見て泣きました。,I cried watching the movie.,,13,2,21,できる日本語 初中級 本冊
残す,のこす,"leave, save",to leave behind,ご飯を残さないで食べてください。,Please eat without leaving any rice behind.,,13,2,21,できる日本語 初中級 本冊
やる,,do,to do (casual),宿題をやる。,Do my homework.,,13,2,21,できる日本語 初中級 本冊
厳しい,きびしい,"strict, severe",strict,父はとても厳しかったです。,My father was very strict.,,13,2,21,できる日本語 初中級 本冊
うれしい,,"happy, glad",happy,プレゼントをもらってうれしいです。,I am happy to receive a present.,,13,2,21,できる日本語 初中級 本冊
熱心（な）,ねっしん,"eager, enthusiastic, devoted",eager / enthusiastic,彼は仕事に熱心です。,He is enthusiastic about his work.,,13,2,21,できる日本語 初中級 本冊
何でも,なんでも,anything,anything / whatever,何でも食べます。,I eat anything.,,13,2,21,できる日本語 初中級 本冊
僕,ぼく,"I, me (informal, used primarily by young men)",I (masculine, casual),僕は学生です。,I am a student.,,13,もう一度聞こう,21,できる日本語 初中級 本冊
祖母,そぼ,grandmother,grandmother,祖母の家に行きます。,I go to my grandmother's house.,,13,もう一度聞こう,21,できる日本語 初中級 本冊
おもちゃ,,toy,toy,子どもにおもちゃを買いました。,I bought a toy for the child.,,13,もう一度聞こう,21,できる日本語 初中級 本冊
役に立つ,やくにたつ,be useful,to be useful,この本は勉強に役に立ちます。,This book is useful for studying.,,13,もう一度聞こう,21,できる日本語 初中級 本冊
ちゃんと,,properly,properly,ちゃんと薬を飲んでください。,Please take your medicine properly.,,13,もう一度聞こう,21,できる日本語 初中級 本冊
仕方がない,しかたがない,"no choice, have no alternative",it can't be helped,雨なので、仕方がないから家にいます。,It's raining, so it can't be helped, I'm staying home.,,13,もう一度聞こう,21,できる日本語 初中級 本冊
漫画家,まんがか,cartoonist,manga artist / cartoonist,漫画家になりたいです。,I want to become a manga artist.,,14,話読聞書,22,できる日本語 初中級 本冊
～部,ぶ,"~ department, ~ section",~ department / ~ section,営業部に所属しています。,I belong to the sales department.,,14,話読聞書,22,できる日本語 初中級 本冊
メジャー（な）,,major,major (widespread),これはメジャーなスポーツです。,This is a major sport.,,14,話読聞書,22,できる日本語 初中級 本冊
連載・する,れんさい・する,appear serially (in a publication),to be serialized,この漫画は雑誌に連載されています。,This manga is serialized in a magazine.,,14,話読聞書,22,できる日本語 初中級 本冊
スタート・する,,start,to start,新しいビジネスをスタートします。,I will start a new business.,,14,話読聞書,22,できる日本語 初中級 本冊
ヒット・する,,be a hit,to be a hit,その歌は大ヒットしました。,That song was a big hit.,,14,話読聞書,22,できる日本語 初中級 本冊
奨学金,しょうがくきん,scholarship,scholarship,奨学金をもらって留学しました。,I studied abroad on a scholarship.,,14,話読聞書,22,できる日本語 初中級 本冊
支援・する,しえん・する,support,to support,発展途上国を支援します。,I support developing countries.,,14,話読聞書,22,できる日本語 初中級 本冊
女の子,おんなのこ,girl,girl,女の子が花を持っています。,A girl is holding a flower.,,14,1,22,できる日本語 初中級 本冊
おせち料理,おせちりょうり,traditional New Year's food (primarily food eaten to celebrate the New Year),traditional New Year food,お正月におせち料理を食べます。,I eat traditional New Year food during the New Year.,,14,1,22,できる日本語 初中級 本冊
行事,ぎょうじ,"event, occasion",event / festival,学校でいろいろな行事があります。,There are various events at school.,,14,1,22,できる日本語 初中級 本冊
敬老の日,けいろうのひ,Respect-for-the-Aged Day (a national holiday held in September for revering the elderly and wishing them a long life),Respect for the Aged Day,敬老の日におばあちゃんにプレゼントをあげました。,I gave my grandmother a present on Respect for the Aged Day.,,14,1,22,できる日本語 初中級 本冊
（お）正月,しょうがつ,New Year's holidays,New Year's holidays,お正月に実家に帰ります。,I return to my parents' house for the New Year's holidays.,,14,1,22,できる日本語 初中級 本冊
七五三,しちごさん,"Seven-Five-Three Festival (celebrating the growth of children: boys at three and five, girls at three and seven years old)",Shichi-Go-San (7-5-3 Festival),七五三で神社に行きました。,I went to a shrine for Shichi-Go-San.,,14,1,22,できる日本語 初中級 本冊
新年,しんねん,New Year's Day,New Year,新年を楽しく過ごしました。,I spent the New Year enjoyably.,,14,1,22,できる日本語 初中級 本冊
成人式,せいじんしき,Coming-of-Age Ceremony (celebrating when a person reaches 20 years old and is considered an adult),Coming-of-Age Ceremony,姉は成人式で着物を着ました。,My older sister wore a kimono for her Coming-of-Age Ceremony.,,14,1,22,できる日本語 初中級 本冊
節分,せつぶん,"Traditional end of winter (the day before the traditional beginning of spring, around February 3; beans are thrown to ward off evil)",Setsubun (end of winter),節分に豆をまきます。,I throw beans during Setsubun.,,14,1,22,できる日本語 初中級 本冊
ひなまつり,,Doll Festival (held on March 3 to celebrate the growth of young girls),Hinamatsuri (Doll Festival),ひなまつりにひな人形を飾ります。,I decorate with hina dolls for Hinamatsuri.,,14,1,22,できる日本語 初中級 本冊
（お）赤飯,せきはん,festive red rice,sekihan (red rice),お祝いにお赤飯を作りました。,I made sekihan for the celebration.,,14,1,22,できる日本語 初中級 本冊
布,ぬの,fabric,fabric / cloth,きれいな布で服を作ります。,I make clothes with beautiful fabric.,,14,1,22,できる日本語 初中級 本冊
年賀状,ねんがじょう,new year's greeting card,New Year's card,友達に年賀状を出しました。,I sent a New Year's card to my friend.,,14,1,22,できる日本語 初中級 本冊
はがき,,postcard,postcard,きれいなはがきをもらいました。,I received a beautiful postcard.,,14,1,22,できる日本語 初中級 本冊
ふろしき,,cloth for wrapping things,furoshiki (wrapping cloth),ふろしきで荷物を包みます。,I wrap luggage with a furoshiki.,,14,1,22,できる日本語 初中級 本冊
ランドセル,,"satchel, school backpack for elementary school",randoseru (school backpack),姪にランドセルを買ってあげました。,I bought a randoseru for my niece.,,14,1,22,できる日本語 初中級 本冊
ウナギ,,eel,eel,夏にウナギを食べます。,I eat eel in the summer.,,14,1,22,できる日本語 初中級 本冊
大晦日,おおみそか,new year's eve,New Year's Eve,大晦日に除夜の鐘を聞きます。,I listen to the New Year's Eve bell on New Year's Eve.,,14,1,22,できる日本語 初中級 本冊
数,かず,number,number (quantity),参加する数が増えました。,The number of participants increased.,,14,1,22,できる日本語 初中級 本冊
（お）金持ち,かねもち,rich person,rich person,金持ちになりたいです。,I want to become a rich person.,,14,1,22,できる日本語 初中級 本冊
スイカ,,watermelon,watermelon,夏はスイカがおいしいです。,Watermelon is delicious in the summer.,,14,1,22,できる日本語 初中級 本冊
ブルーベリー,,blueberry,blueberry,ブルーベリーでケーキを作ります。,I make a cake with blueberries.,,14,1,22,できる日本語 初中級 本冊
ミカン,,tangerine,tangerine,冬はミカンをたくさん食べます。,I eat a lot of tangerines in the winter.,,14,1,22,できる日本語 初中級 本冊
豆,まめ,bean,bean,豆を煮て食べます。,I boil and eat beans.,,14,1,22,できる日本語 初中級 本冊
ユズ,,yuzu (Chinese lemon),yuzu,お風呂にユズを入れます。,I put yuzu in the bath.,,14,1,22,できる日本語 初中級 本冊
冬至,とうじ,winter solstice,winter solstice,冬至にかぼちゃを食べます。,I eat pumpkin on the winter solstice.,,14,1,22,できる日本語 初中級 本冊
年,とし,"age, year",age,年を取ったと感じます。,I feel that I have gotten older.,,14,1,22,できる日本語 初中級 本冊
土用の丑の日,どようのうしのひ,Midsummer Day of the Ox,Day of the Ox in midsummer,土用の丑の日にウナギを食べる人が多いです。,Many people eat eel on the Day of the Ox in midsummer.,,14,1,22,できる日本語 初中級 本冊
招き猫,まねきねこ,"Welcoming cat (statue of a cat with its front paw beckoning customers, used as a storefront decoration)",maneki-neko (beckoning cat),店の前に招き猫が置いてあります。,There is a beckoning cat placed in front of the store.,,14,1,22,できる日本語 初中級 本冊
遊び,あそび,"game, play",play / game,子どもの頃、よく外で遊びました。,When I was a child, I often played outside.,,14,1,22,できる日本語 初中級 本冊
お盆,おぼん,obon festival,Obon festival,お盆に休みを取ります。,I take a vacation during the Obon festival.,,14,1,22,できる日本語 初中級 本冊
空手,からて,karate,karate,空手を習っています。,I am learning karate.,,14,1,22,できる日本語 初中級 本冊
餃子,ぎょうざ,"dumpling, potstickers",gyoza (dumplings),手作りの餃子はおいしいです。,Handmade gyoza are delicious.,,14,1,22,できる日本語 初中級 本冊
ごちそう,,"big meal, feast",feast / delicious food,母がごちそうを作ってくれました。,My mother made a feast for us.,,14,1,22,できる日本語 初中級 本冊
シチュー,,stew,stew,寒い日にシチューがいいです。,Stew is good on a cold day.,,14,1,22,できる日本語 初中級 本冊
将棋,しょうぎ,shogi (Japanese chess),shogi (Japanese chess),父と将棋をします。,I play shogi with my father.,,14,1,22,できる日本語 初中級 本冊
先祖,せんぞ,ancestor,ancestor,お盆に先祖のお墓参りをします。,I visit my ancestors' graves during Obon.,,14,1,22,できる日本語 初中級 本冊
チェス,,chess,chess,チェスは面白いゲームです。,Chess is an interesting game.,,14,1,22,できる日本語 初中級 本冊
テコンドー,,tae kwon do,taekwondo,テコンドーは韓国の武道です。,Taekwondo is a Korean martial art.,,14,1,22,できる日本語 初中級 本冊
焼き鳥,やきとり,yakitori (skewered grilled chicken),yakitori,居酒屋で焼き鳥を頼みました。,I ordered yakitori at an izakaya.,,14,1,23,できる日本語 初中級 本冊
大勢,おおぜい,"crowd, in large numbers",a large number of people,お祭りに大勢の人が来ました。,A large number of people came to the festival.,,14,1,23,できる日本語 初中級 本冊
カボチャ,,pumpkin,pumpkin,カボチャのスープを作りました。,I made pumpkin soup.,,14,1,23,できる日本語 初中級 本冊
山車,だし,parade float,festival float (dashi),山車を引いて歩きます。,We pull the festival float and walk.,,14,1,23,できる日本語 初中級 本冊
～型,がた,type ~,~ type / ~ model,血液型はA型です。,My blood type is type A.,,14,1,23,できる日本語 初中級 本冊
～県,けん,~ prefecture,~ prefecture,私は長崎県から来ました。,I am from Nagasaki prefecture.,,14,1,23,できる日本語 初中級 本冊
祈る,いのる,pray,to pray,幸せを祈ります。,I pray for your happiness.,,14,1,23,できる日本語 初中級 本冊
祝う,いわう,"celebrate, mark an occasion of, congratulate on",to celebrate,友達の誕生日を祝います。,I celebrate my friend's birthday.,,14,1,23,できる日本語 初中級 本冊
包む,つつむ,"wrap up, roll up",to wrap,プレゼントをきれいな紙で包みます。,I wrap the present in beautiful paper.,,14,1,23,できる日本語 初中級 本冊
お祝い・する,おいわい・する,celebrate,to celebrate,結婚のお祝いをします。,I celebrate a wedding.,,14,1,23,できる日本語 初中級 本冊
成長・する,せいちょう・する,"grow, develop",to grow up,子どもがすくすく成長しています。,The child is growing up healthily.,,14,1,23,できる日本語 初中級 本冊
感謝・する,かんしゃ・する,"thank, express appreciation",to express gratitude,毎日に感謝します。,I express gratitude for every day.,,14,1,23,できる日本語 初中級 本冊
飾る,かざる,"decorate, put up a decoration",to decorate,クリスマスツリーを飾ります。,I decorate the Christmas tree.,,14,1,23,できる日本語 初中級 本冊
長生き・する,ながいき・する,live a long life,to live a long life,元気で長生きしたいです。,I want to live a long life in good health.,,14,1,23,できる日本語 初中級 本冊
夏バテ・する,なつバテ・する,suffer from the summer heat,to suffer from summer fatigue,暑いので夏バテしました。,It was hot, so I suffered from summer fatigue.,,14,1,23,できる日本語 初中級 本冊
踊る,おどる,dance,to dance,音楽に合わせて踊ります。,I dance to the music.,,14,1,23,できる日本語 初中級 本冊
おもちゃ,,toy,toy,弟におもちゃを買いました。,I bought a toy for my younger brother.,,14,2,23,できる日本語 初中級 本冊
彼女,かのじょ,she,she,彼女は英語が上手です。,She is good at English.,,14,2,23,できる日本語 初中級 本冊
彼,かれ,he,he,彼はイギリスに留学したことがあります。,He has studied in the U.K. before.,,14,2,23,できる日本語 初中級 本冊
みんな,,everyone,everyone,みんなで一緒に歌いましょう。,Let's sing together everyone.,,14,2,23,できる日本語 初中級 本冊
置物,おきもの,ornament,ornament / figurine,棚にきれいな置物があります。,There is a beautiful ornament on the shelf.,,14,2,23,できる日本語 初中級 本冊
火事,かじ,fire,fire,火事に気をつけてください。,Please be careful of fires.,,14,2,23,できる日本語 初中級 本冊
カメ,,"turtle, tortoise",turtle,カメがゆっくり歩いています。,The turtle is walking slowly.,,14,2,23,できる日本語 初中級 本冊
菊,きく,chrysanthemum,chrysanthemum,秋に菊の花が咲きます。,Chrysanthemum flowers bloom in autumn.,,14,2,23,できる日本語 初中級 本冊
くし,,hair comb,comb,くしで髪をとかします。,I comb my hair with a comb.,,14,2,23,できる日本語 初中級 本冊
5円玉,ごえんだま,five yen coin,5-yen coin,お賽銭に5円玉を入れます。,I put a 5-yen coin as an offering.,,14,2,23,できる日本語 初中級 本冊
食器,しょっき,"dishes, tableware",tableware / dishes,新しい食器を買いました。,I bought new tableware.,,14,2,23,できる日本語 初中級 本冊
シンボル,,symbol,symbol,桜は日本のシンボルです。,The cherry blossom is a symbol of Japan.,,14,2,23,できる日本語 初中級 本冊
ストーブ,,"stove, space heater",space heater / stove,冬はストーブをつけます。,I turn on the space heater in the winter.,,14,2,23,できる日本語 初中級 本冊
（お）葬式,そうしき,funeral ceremony,funeral,先週、お葬式に参加しました。,I attended a funeral last week.,,14,2,23,できる日本語 初中級 本冊
涙,なみだ,tears,tears,感動して涙が出ました。,I was moved to tears.,,14,2,23,できる日本語 初中級 本冊
ハンカチ,,handkerchief,handkerchief,ハンカチで涙を拭きました。,I wiped my tears with a handkerchief.,,14,2,23,できる日本語 初中級 本冊
（お）見舞い,みまい,visit a sick person,visiting a sick person / get-well gift,友達のお見舞いに行きます。,I go to visit my sick friend.,,14,2,23,できる日本語 初中級 本冊
ライター,,lighter,lighter,ライターでタバコに火をつけます。,I use a lighter to light a cigarette.,,14,2,23,できる日本語 初中級 本冊
～祝い,いわい,in celebration of ~,~ celebration gift,結婚祝いに花を贈ります。,I give flowers as a wedding present.,,14,2,23,できる日本語 初中級 本冊
贈る,おくる,give a gift,to give (a gift),友達に誕生日プレゼントを贈ります。,I give a birthday present to my friend.,,14,2,23,できる日本語 初中級 本冊
増える,ふえる,"increase, grow in number",to increase,外国人の観光客が増えました。,Foreign tourists have increased.,,14,2,23,できる日本語 初中級 本冊
発音・する,はつおん・する,pronounce,to pronounce,英語の発音を練習します。,I practice English pronunciation.,,14,2,23,できる日本語 初中級 本冊
連想・する,れんそう・する,make an association of ideas,to associate with,桜を見ると春を連想します。,Seeing cherry blossoms makes me associate it with spring.,,14,2,23,できる日本語 初中級 本冊
恥ずかしい,はずかしい,embarrassing,embarrassing,間違えて恥ずかしかったです。,I was embarrassed because I made a mistake.,,14,2,23,できる日本語 初中級 本冊
嫌（な）,いや,"disagreeable, unpleasant",unpleasant / disagreeable,嫌な思いをしました。,I had an unpleasant experience.,,14,2,23,できる日本語 初中級 本冊
鬼,おに,"demon, devil",demon / ogre,節分で鬼の役をします。,I play the role of the demon during Setsubun.,,14,もう一度聞こう,23,できる日本語 初中級 本冊
ハロウィーン,,Halloween,Halloween,ハロウィーンの仮装をします。,I dress up for Halloween.,,14,もう一度聞こう,23,できる日本語 初中級 本冊
お化け,おばけ,ghost,ghost,子どもはお化けが怖いです。,Children are afraid of ghosts.,,14,もう一度聞こう,23,できる日本語 初中級 本冊
いたずら・する,,"trick or treat, do mischief",to play a prank / to do mischief,子どもの頃、よくいたずらしました。,When I was a child, I often played pranks.,,14,もう一度聞こう,23,できる日本語 初中級 本冊
気にする,きにする,"feel uneasy, be worried (about)",to worry about / to care about,他人の目を気にしません。,I don't care about other people's eyes.,,14,もう一度聞こう,23,できる日本語 初中級 本冊
自信,じしん,confidence,confidence,自信を持って話してください。,Please speak with confidence.,,15,話読聞書,24,できる日本語 初中級 本冊
知り合い,しりあい,acquaintance,acquaintance,知り合いの人に会いました。,I met an acquaintance.,,15,話読聞書,24,できる日本語 初中級 本冊
大成功,だいせいこう,great success,great success,パーティーは大成功でした。,The party was a great success.,,15,話読聞書,24,できる日本語 初中級 本冊
ポスター,,poster,poster,壁にポスターをはります。,I put up a poster on the wall.,,15,話読聞書,24,できる日本語 初中級 本冊
積極的（な）,せっきょくてき,"proactive, positive",proactive / positive,授業に積極的に参加します。,I proactively participate in class.,,15,話読聞書,24,できる日本語 初中級 本冊
原因,げんいん,cause,cause,事故の原因を調べています。,I am investigating the cause of the accident.,,15,1,24,できる日本語 初中級 本冊
食料品,しょくりょうひん,food items,food items / groceries,スーパーで食料品を買います。,I buy groceries at the supermarket.,,15,1,24,できる日本語 初中級 本冊
増加・する,ぞうか・する,increase,to increase,人口が増加しています。,The population is increasing.,,15,1,24,できる日本語 初中級 本冊
問題,もんだい,"problem, issue",problem,環境問題は大切です。,Environmental problems are important.,,15,1,24,できる日本語 初中級 本冊
レコード,,record,record (vinyl),古いレコードを聴きます。,I listen to old records.,,15,1,24,できる日本語 初中級 本冊
貿易,ぼうえき,foreign trade,foreign trade,日本は貿易が盛んです。,Foreign trade is active in Japan.,,15,1,24,できる日本語 初中級 本冊
事情,じじょう,"situation, circumstances, conditions",circumstances / situation,事情があって帰国します。,I am returning to my country due to circumstances.,,15,1,24,できる日本語 初中級 本冊
温暖（な）,おんだん,warm,warm (climate),ここは冬も温暖です。,It is warm here even in winter.,,15,1,24,できる日本語 初中級 本冊
英会話,えいかいわ,English conversation,English conversation,英会話を習っています。,I am learning English conversation.,,15,1,24,できる日本語 初中級 本冊
女性,じょせい,female,woman / female,この会社は女性が多いです。,There are many women in this company.,,15,1,24,できる日本語 初中級 本冊
男性,だんせい,male,man / male,男性用の服を探しています。,I am looking for men's clothes.,,15,1,24,できる日本語 初中級 本冊
地球,ちきゅう,the Earth,the Earth,地球を守りましょう。,Let's protect the Earth.,,15,1,24,できる日本語 初中級 本冊
直接,ちょくせつ,direct,direct / directly,直接言ったほうがいいですよ。,It's better to say it directly.,,15,1,24,できる日本語 初中級 本冊
輸入・する,ゆにゅう・する,import,to import,外国から果物を輸入します。,We import fruits from foreign countries.,,15,1,24,できる日本語 初中級 本冊
洋服,ようふく,(Western-style) clothing,Western-style clothes,洋服を買いに行きます。,I go to buy Western-style clothes.,,15,1,24,できる日本語 初中級 本冊
理由,りゆう,reason,reason,遅刻した理由を言ってください。,Please tell me the reason you were late.,,15,1,24,できる日本語 初中級 本冊
グラフ,,graph,graph,グラフを見て説明します。,I explain while looking at the graph.,,15,1,24,できる日本語 初中級 本冊
～化,か,change into ~,~ization / turning into ~,温暖化が進んでいます。,Global warming is progressing.,,15,1,24,できる日本語 初中級 本冊
～倍,ばい,by ~ times,~ times as much / ~ fold,値段が2倍になりました。,The price became twice as much.,,15,1,24,できる日本語 初中級 本冊
下がる,さがる,"fall, drop",to drop / to fall,温度が下がりました。,The temperature dropped.,,15,1,24,できる日本語 初中級 本冊
飼う,かう,raise (a pet or other animal),to keep (a pet),犬を飼っています。,I keep a dog.,,15,1,24,できる日本語 初中級 本冊
咲く,さく,blossom,to bloom,春に花が咲きます。,Flowers bloom in the spring.,,15,1,24,できる日本語 初中級 本冊
アンケート・する,,take a survey,to take a survey,店のアンケートに答えます。,I answer the store's survey.,,15,1,24,できる日本語 初中級 本冊
インタビュー・する,,interview,to interview,大統領にインタビューします。,I interview the president.,,15,1,24,できる日本語 初中級 本冊
発表・する,はっぴょう・する,announce,to present / to announce,研究の結果を発表します。,I present the results of the research.,,15,1,24,できる日本語 初中級 本冊
来日・する,らいにち・する,visit Japan,to come to Japan,外国の人が来日しました。,A foreigner came to Japan.,,15,1,24,できる日本語 初中級 本冊
流行・する,りゅうこう・する,"become fashionable, popular",to be in fashion / to be popular,その歌は若者の間で流行しています。,That song is popular among young people.,,15,1,24,できる日本語 初中級 本冊
過ごす,すごす,spend time,to spend (time),週末は家でゆっくり過ごします。,I spend the weekend relaxing at home.,,15,1,24,できる日本語 初中級 本冊
