"vocab","reading","english","my_meaning","example_jp","example_en","example","lesson","section","page","textbook"
"見つめる","みつめる","to look at","to gaze at, stare at","彼（かれ）は窓（まど）の外（そと）をじっと見（み）つめた。","He stared intently out the window.","","20","4","42","できる日本語 中級 本冊"
"ゴルフ","","golf","golf","週末（しゅうまつ）にゴルフをしに行（い）った。","I went to play golf on the weekend.","","20","4","42","できる日本語 中級 本冊"
"借金・する","しゃっきん・する","to borrow money, to take out a loan","to borrow money, take out a loan","事業（じぎょう）のために借金（しゃっきん）をした。","I took out a loan for the business.","","20","4","42","できる日本語 中級 本冊"
"被災地","ひさいち","area affected by a disaster","disaster-affected area","被災地（ひさいち）の復興（ふっこう）を支援（しえん）する。","We support the recovery of the disaster-affected area.","","20","4","42","できる日本語 中級 本冊"
"復興・する","ふっこう・する","to recover","to recover, rebuild (after a disaster)","町（まち）は震災（しんさい）から復興（ふっこう）した。","The town recovered from the earthquake disaster.","","20","4","42","できる日本語 中級 本冊"
"酒造会社","しゅぞうがいしゃ","sake brewery","sake brewing company","この酒造会社（しゅぞうがいしゃ）は歴史（れきし）が長（なが）い。","This sake brewing company has a long history.","","20","4","42","できる日本語 中級 本冊"
"老舗","しにせ","company of long standing","a long-established company/shop","この店（みせ）は創業（そうぎょう）100年（ねん）の老舗（しにせ）だ。","This shop is a long-established business founded 100 years ago.","","20","4","42","できる日本語 中級 本冊"
"～離れ","ばなれ","to lose interest in","losing interest in ~ (suffix, e.g. 若者離れ)","酒離れ","lose interest in sake","","20","4","42","できる日本語 中級 本冊"
"木桶","きおけ","wooden barrel","wooden barrel/tub","昔（むかし）は木桶（きおけ）で味噌（みそ）を作（つく）った。","In the past, miso was made in wooden barrels.","","20","4","42","できる日本語 中級 本冊"
"幸い（な）","さいわい","luckily","fortunately, luckily","幸（さいわ）い、けがはなかった。","Fortunately, there were no injuries.","","20","4","42","できる日本語 中級 本冊"
"精力的（な）","せいりょくてき","energetically","energetic, vigorous","彼（かれ）は精力的（せいりょくてき）に活動（かつどう）している。","He's active energetically.","","20","4","42","できる日本語 中級 本冊"
"結集・する","けっしゅう・する","to assemble","to gather, assemble (efforts/people)","社員（しゃいん）の力（ちから）を結集（けっしゅう）した。","We gathered the strength of all employees.","","20","4","42","できる日本語 中級 本冊"
"黒字","くろじ","profit","being in the black, profit","会社（かいしゃ）は今年（ことし）黒字（くろじ）になった。","The company turned a profit this year.","","20","4","42","できる日本語 中級 本冊"
"転じる","てんじる","to turn","to turn, shift (into a different state)","赤字（あかじ）から黒字（くろじ）に転（てん）じた。","We turned from a loss into a profit.","","20","4","42","できる日本語 中級 本冊"
"巻き込む","まきこむ","to involve","to involve, drag into","事故（じこ）に他（ほか）の車（くるま）を巻（ま）き込（こ）んだ。","The accident involved other cars.","","20","4","42","できる日本語 中級 本冊"
"実る","みのる","to blossom","to bear fruit, come to fruition","長年（ながねん）の努力（どりょく）が実（みの）った。","Years of effort finally bore fruit.","","20","4","42","できる日本語 中級 本冊"
"懸け橋","かけはし","a bridge (between)","a bridge (connecting two things/people)","彼（かれ）は両国（りょうこく）の懸（か）け橋（はし）となった。","He became a bridge between the two countries.","","20","4","42","できる日本語 中級 本冊"
"打ち上げ","うちあげ","wrap (party)","a wrap party, celebration (after finishing something)","プロジェクトの打（う）ち上（あ）げをした。","We had a wrap party for the project.","","20","5","42","できる日本語 中級 本冊"
"幹事","かんじ","organizer","the organizer (of an event/party)","飲（の）み会（かい）の幹事（かんじ）を任（まか）された。","I was put in charge of organizing the drinking party.","","20","5","42","できる日本語 中級 本冊"
"今のところ","いまのところ","at the moment","at the moment, for now","今（いま）のところ問題（もんだい）はない。","There's no problem at the moment.","","20","5","42","できる日本語 中級 本冊"
"個室","こしつ","private room","a private room","居酒屋（いざかや）で個室（こしつ）を予約（よやく）した。","I reserved a private room at the izakaya.","","20","5","42","できる日本語 中級 本冊"
"演奏・する","えんそう・する","to perform (music)","to perform (music)","バンドがステージで演奏（えんそう）した。","The band performed on stage.","","20","5","42","できる日本語 中級 本冊"
"～済み","ずみ","completed","already completed (suffix)","予約済み","reservation is made","","20","5","42","できる日本語 中級 本冊"
"日にち","ひにち","date","date","打（う）ち上（あ）げの日（ひ）にちを決（き）めた。","We decided on the date for the wrap party.","","20","5","42","できる日本語 中級 本冊"
"～名様","めいさま","~people","~ people (polite counter)","何名様","how many people? (humble)","","20","5","42","できる日本語 中級 本冊"
"とりあえず","","for now","for now, for the time being","とりあえずビールを注文（ちゅうもん）した。","For now, I ordered a beer.","","20","5","42","できる日本語 中級 本冊"
"押さえる","おさえる","to hold","to reserve, secure (a spot/venue)","会場（かいじょう）を早（はや）めに押（おさ）さえておいた。","I secured the venue early.","","20","5","42","できる日本語 中級 本冊"
症状,しょうじょう,symptom,symptom (of an illness),風邪（かぜ）の症状（しょうじょう）がひどくなってきた。,My cold symptoms are getting worse.,,1,1,1,まなぼう！日本語中上級
保つ,たもつ,to maintain,"to maintain, keep (a state)",健康（けんこう）を保（たも）つために毎日（まいにち）運動（うんどう）している。,I exercise every day to maintain my health.,,1,1,1,まなぼう！日本語中上級
なぜ,,why,why,なぜ薬（くすり）を飲（の）んでも熱（ねつ）が下（さ）がらないのか分（わ）からない。,I don't understand why my fever won't go down even though I took medicine.,,1,1,1,まなぼう！日本語中上級
最中,さいちゅう,in the middle of,"in the middle of, in the midst of",会議（かいぎ）の最中（さいちゅう）に急（きゅう）に気分（きぶん）が悪（わる）くなった。,I suddenly felt sick in the middle of the meeting.,,1,1,1,まなぼう！日本語中上級
結局,けっきょく,in the end,"in the end, after all",結局（けっきょく）、病院（びょういん）に行（い）くことにした。,"In the end, I decided to go to the hospital.",,1,1,1,まなぼう！日本語中上級
さんざん,,severely,"severely, thoroughly (bad experience)",さんざん待（ま）たされたあげく、結果（けっか）は異常（いじょう）なしだった。,"After being made to wait forever, the result turned out to be nothing abnormal.",,1,1,1,まなぼう！日本語中上級
借金,しゃっきん,debt,"debt, borrowed money",手術（しゅじゅつ）のために借金（しゃっきん）をしなければならなかった。,I had to take on debt for the surgery.,,1,1,1,まなぼう！日本語中上級
とうとう,,finally,"finally, at last",とうとう症状（しょうじょう）が悪化（あっか）して入院（にゅういん）することになった。,Finally my symptoms worsened and I ended up being hospitalized.,,1,1,1,まなぼう！日本語中上級
～ども,,(humble plural),"humble plural suffix, e.g. 私ども",私（わたし）どもは全力（ぜんりょく）で治療（ちりょう）にあたります。,We will do our utmost in the treatment.,,1,1,1,まなぼう！日本語中上級
犠牲,ぎせい,sacrifice,sacrifice,健康（けんこう）を犠牲（ぎせい）にしてまで働（はたら）くべきではない。,You shouldn't work to the point of sacrificing your health.,,1,1,1,まなぼう！日本語中上級
異例,いれい,unprecedented,"unprecedented, exceptional",こんなに早（はや）く回復（かいふく）するのは異例（いれい）のことだ。,Recovering this quickly is unprecedented.,,1,1,1,まなぼう！日本語中上級
目撃,もくげき,witnessing,"witnessing, eyewitnessing",通行人（つうこうにん）が倒（たお）れる瞬間（しゅんかん）を目撃（もくげき）した。,A passerby witnessed the moment someone collapsed.,,1,1,1,まなぼう！日本語中上級
おめでたい,,happy occasion,happy/blessed occasion (also slang: naive),妊娠（にんしん）しているなんて、おめでたいですね。,You're pregnant? How wonderful.,,1,1,1,まなぼう！日本語中上級
筆者,ひっしゃ,author,"author, writer (of the text)",筆者（ひっしゃ）はこの病気（びょうき）の体験（たいけん）について書（か）いている。,The author writes about their experience with this illness.,,1,1,1,まなぼう！日本語中上級
グラフ,,graph,graph,患者数（かんじゃすう）の変化（へんか）をグラフにして見（み）せた。,I made a graph showing the change in the number of patients.,,1,1,1,まなぼう！日本語中上級
～歴,れき,history of,"history/record of, e.g. 経歴",彼（かれ）は喫煙（きつえん）歴（れき）が長（なが）い。,He has a long history of smoking.,,1,1,1,まなぼう！日本語中上級
傾向,けいこう,tendency,"tendency, trend",若（わか）い人（ひと）ほど健康（けんこう）に無関心（むかんしん）な傾向（けいこう）がある。,There's a tendency for younger people to be indifferent to their health.,,1,1,1,まなぼう！日本語中上級
鼻づまり,はなづまり,stuffy nose,stuffy/blocked nose,花粉症（かふんしょう）で鼻（はな）づまりがひどい。,My stuffy nose is terrible because of hay fever.,,1,1,1,まなぼう！日本語中上級
充血,じゅうけつ,bloodshot,"bloodshot, congestion",寝不足（ねぶそく）で目（め）が充血（じゅうけつ）している。,My eyes are bloodshot from lack of sleep.,,1,1,1,まなぼう！日本語中上級
余命,よめい,remaining life,remaining life span,医者（いしゃ）に余命（よめい）を宣告（せんこく）された。,The doctor gave a prognosis of how much time was left to live.,,1,1,1,まなぼう！日本語中上級
喫煙,きつえん,smoking,smoking,この病院（びょういん）では喫煙（きつえん）が禁止（きんし）されている。,Smoking is prohibited at this hospital.,,1,1,1,まなぼう！日本語中上級
つられる,,to be lured along,to be lured/drawn along by something,周（まわ）りにつられてつい甘（あま）い物（もの）を食（た）べ過（す）ぎた。,I got swept up by those around me and ended up eating too many sweets.,,1,1,1,まなぼう！日本語中上級
死亡,しぼう,death,death,交通事故（こうつうじこ）による死亡（しぼう）者数（しゃすう）が減（へ）っている。,The number of deaths from traffic accidents is decreasing.,,1,1,1,まなぼう！日本語中上級
推定,すいてい,estimation,"estimation, presumption",患者（かんじゃ）の数（かず）は推定（すいてい）で千人（せんにん）を超（こ）える。,The number of patients is estimated to exceed a thousand.,,1,2,1,まなぼう！日本語中上級
まし,,better,"better, preferable",昨日（きのう）より今日（きょう）の方（ほう）がましだ。,Today is better than yesterday.,,1,2,1,まなぼう！日本語中上級
ヘビースモーカー,,heavy smoker,heavy smoker,父（ちち）は若（わか）い頃（ころ）ヘビースモーカーだった。,My father was a heavy smoker when he was young.,,1,2,1,まなぼう！日本語中上級
おっくう,,troublesome,"troublesome, bothersome",体調（たいちょう）が悪（わる）くて外出（がいしゅつ）がおっくうだ。,"I don't feel well, so going out feels like a hassle.",,1,2,1,まなぼう！日本語中上級
死,し,death,death,死（し）について考（かんが）えることは大切（たいせつ）だ。,Thinking about death is important.,,1,2,1,まなぼう！日本語中上級
至る,いたる,to reach,"to reach, lead to",悪化（あっか）して入院（にゅういん）に至（いた）った。,It worsened and led to hospitalization.,,1,2,1,まなぼう！日本語中上級
なんとなく,,somehow,"somehow, for no particular reason",なんとなく体（からだ）がだるい。,I feel somehow sluggish.,,1,2,1,まなぼう！日本語中上級
不良,ふりょう,bad,"bad, defective; also delinquency",寝不足（ねぶそく）で体調（たいちょう）不良（ふりょう）だ。,I'm in poor physical condition due to lack of sleep.,,1,2,1,まなぼう！日本語中上級
訴える,うったえる,to complain of,"to complain of (symptoms), to appeal",頭痛（ずつう）を訴（うった）える患者（かんじゃ）が増（ふ）えている。,The number of patients complaining of headaches is increasing.,,1,2,1,まなぼう！日本語中上級
マッサージ,,massage,massage,肩（かた）が凝（こ）ったのでマッサージに行（い）った。,"My shoulders were stiff, so I went for a massage.",,1,2,1,まなぼう！日本語中上級
快調(な),かいちょう,in good shape,in good shape/condition,手術後（しゅじゅつご）、経過（けいか）は快調（かいちょう）だ。,"After the surgery, my recovery is going well.",,1,2,1,まなぼう！日本語中上級
皮膚,ひふ,skin,skin,皮膚（ひふ）が赤（あか）くかぶれている。,My skin is red and irritated.,,1,2,1,まなぼう！日本語中上級
不快(な),ふかい,unpleasant,"unpleasant, uncomfortable",エアコンの音（おと）が不快（ふかい）だ。,The sound of the air conditioner is unpleasant.,,1,2,1,まなぼう！日本語中上級
体格,たいかく,physique,"physique, build",彼（かれ）はがっしりした体格（たいかく）をしている。,He has a sturdy build.,,1,2,1,まなぼう！日本語中上級
胃,い,stomach,stomach,ストレスで胃（い）が痛（いた）い。,My stomach hurts from stress.,,1,2,1,まなぼう！日本語中上級
痛む,いたむ,to hurt,"to hurt, ache",傷口（きずぐち）がまだ痛（いた）む。,The wound still hurts.,,1,2,1,まなぼう！日本語中上級
我慢,がまん,patience,"patience, endurance",痛（いた）くても我慢（がまん）した。,"Even though it hurt, I endured it.",,1,2,1,まなぼう！日本語中上級
傷,きず,wound,"wound, injury",転（ころ）んで足（あし）に傷（きず）ができた。,I fell and got a wound on my leg.,,1,2,1,まなぼう！日本語中上級
しみる,,to sting,"to sting, smart (pain)",傷口（きずぐち）に薬（くすり）がしみる。,The medicine stings the wound.,,1,2,1,まなぼう！日本語中上級
エアコン,,air conditioner,air conditioner,夏（なつ）はエアコンなしでは過（す）ごせない。,"In summer, I can't get by without an air conditioner.",,1,2,1,まなぼう！日本語中上級
真夏,まなつ,midsummer,midsummer,真夏（まなつ）の炎天下（えんてんか）で倒（たお）れた。,He collapsed under the blazing sun in midsummer.,,1,2,1,まなぼう！日本語中上級
めまい,,dizziness,dizziness,立（た）ち上（あ）がるとめまいがする。,I get dizzy when I stand up.,,1,2,1,まなぼう！日本語中上級
民間療法,みんかんりょうほう,folk remedy,folk remedy,民間療法（みんかんりょうほう）に頼（たよ）る人（ひと）も多（おお）い。,Many people also rely on folk remedies.,,1,2,1,まなぼう！日本語中上級
手順,てじゅん,procedure,"procedure, steps",手術（しゅじゅつ）の手順（てじゅん）を説明（せつめい）された。,I was given an explanation of the surgical procedure.,,1,2,1,まなぼう！日本語中上級
清潔(な),せいけつ,clean,clean,部屋（へや）はいつも清潔（せいけつ）にしておこう。,Let's always keep the room clean.,,1,3,1,まなぼう！日本語中上級
花粉症,かふんしょう,hay fever,hay fever,春（はる）になると花粉症（かふんしょう）に悩（なや）まされる。,"When spring comes, I'm troubled by hay fever.",,1,3,1,まなぼう！日本語中上級
植物,しょくぶつ,plant,plant,部屋（へや）に植物（しょくぶつ）を置（お）くと癒（いや）される。,Having a plant in the room is soothing.,,1,3,1,まなぼう！日本語中上級
くしゃみ,,sneeze,sneeze,花粉（かふん）でくしゃみが止（と）まらない。,I can't stop sneezing because of pollen.,,1,3,1,まなぼう！日本語中上級
鼻水,はなみず,runny nose,runny nose,鼻水（はなみず）が止（と）まらない。,My runny nose won't stop.,,1,3,1,まなぼう！日本語中上級
かゆみ,,itchiness,itchiness,蚊（か）に刺（さ）されてかゆみがある。,I got bitten by a mosquito and it's itchy.,,1,3,1,まなぼう！日本語中上級
アレルギー,,allergy,allergy,卵（たまご）アレルギーがある。,I have an egg allergy.,,1,3,1,まなぼう！日本語中上級
ヨーロッパ,,Europe,Europe,ヨーロッパでは花粉症（かふんしょう）の人（ひと）は少（すく）ないそうだ。,I hear there are few people with hay fever in Europe.,,1,3,1,まなぼう！日本語中上級
北米,ほくべい,North America,North America,北米（ほくべい）では違（ちが）う種類（しゅるい）の花粉（かふん）が問題（もんだい）になっている。,"In North America, a different type of pollen is the problem.",,1,3,1,まなぼう！日本語中上級
患う,わずらう,to suffer from,to suffer from (an illness),若（わか）い頃（ころ）に大病（たいびょう）を患（わずら）った。,He suffered from a serious illness when young.,,1,3,1,まなぼう！日本語中上級
比較的,ひかくてき,relatively,relatively,今年（ことし）は比較的（ひかくてき）花粉（かふん）が少（すく）ない。,This year there's relatively little pollen.,,1,3,1,まなぼう！日本語中上級
爆発的(な),ばくはつてき,explosive,explosive (rapid increase),患者数（かんじゃすう）が爆発的（ばくはつてき）に増（ふ）えた。,The number of patients increased explosively.,,1,3,1,まなぼう！日本語中上級
～割,わり,~ tenths,"~ tenths, ~ percent (ratio)",国民（こくみん）の三割（さんわり）が花粉症（かふんしょう）だと言（い）われている。,It's said that 30% of the population has hay fever.,,1,3,1,まなぼう！日本語中上級
首都圏,しゅとけん,metropolitan area,Tokyo metropolitan area,首都圏（しゅとけん）ではスギ花粉（かふん）が多（おお）い。,There's a lot of cedar pollen in the Tokyo metropolitan area.,,1,3,1,まなぼう！日本語中上級
スギ,,Japanese cedar,Japanese cedar,スギの木（き）が花粉症（かふんしょう）の原因（げんいん）だ。,Cedar trees are the cause of hay fever.,,1,3,1,まなぼう！日本語中上級
春先,はるさき,early spring,early spring,春先（はるさき）は特（とく）に花粉（かふん）がひどい。,Pollen is especially bad in early spring.,,1,3,1,まなぼう！日本語中上級
大量,たいりょう,large amount,large amount,大量（たいりょう）の花粉（かふん）が飛（と）んでいる。,A large amount of pollen is flying around.,,1,3,1,まなぼう！日本語中上級
飛散,ひさん,scattering,"scattering, dispersal",今年（ことし）は花粉（かふん）の飛散（ひさん）量（りょう）が多（おお）い。,This year the amount of scattering pollen is large.,,1,3,1,まなぼう！日本語中上級
あちこち,,here and there,here and there,あちこちでくしゃみをする人（ひと）が見（み）える。,You can see people sneezing here and there.,,1,3,1,まなぼう！日本語中上級
急増,きゅうぞう,rapid increase,rapid increase,花粉症（かふんしょう）の患者（かんじゃ）が急増（きゅうぞう）している。,Hay fever patients are rapidly increasing.,,1,3,1,まなぼう！日本語中上級
背景,はいけい,background,background,この病気（びょうき）が増（ふ）えた背景（はいけい）には環境（かんきょう）の変化（へんか）がある。,Behind the rise of this illness lies environmental change.,,1,3,1,まなぼう！日本語中上級
そのもの,,itself,"itself, the very thing",花粉（かふん）そのものが体（からだ）に害（がい）を与（あた）えるわけではない。,Pollen itself isn't what directly harms the body.,,1,3,1,まなぼう！日本語中上級
伴う,ともなう,to accompany,"to accompany, entail",手術（しゅじゅつ）にはリスクが伴（ともな）う。,Surgery entails risk.,,1,1,2,まなぼう！日本語中上級
体質,たいしつ,constitution,physical constitution,アレルギー体質（たいしつ）を改善（かいぜん）したい。,I want to improve my allergic constitution.,,1,1,2,まなぼう！日本語中上級
要因,よういん,factor,"factor, cause",ストレスが病気（びょうき）の要因（よういん）になることがある。,Stress can be a factor in illness.,,1,1,2,まなぼう！日本語中上級
唱える,となえる,to advocate,"to advocate, chant",医者（いしゃ）は禁煙（きんえん）を唱（とな）えている。,The doctor advocates for quitting smoking.,,1,1,2,まなぼう！日本語中上級
学者,がくしゃ,scholar,scholar,ある学者（がくしゃ）がこの理論（りろん）を発表（はっぴょう）した。,A scholar presented this theory.,,1,1,2,まなぼう！日本語中上級
免疫,めんえき,immunity,immunity,免疫（めんえき）力（りょく）を高（たか）めるために野菜（やさい）を食（た）べる。,I eat vegetables to boost my immunity.,,1,1,2,まなぼう！日本語中上級
異物,いぶつ,foreign object,foreign object/substance,のどに異物（いぶつ）が入（はい）った。,A foreign object got into my throat.,,1,1,2,まなぼう！日本語中上級
侵入,しんにゅう,invasion,"invasion, intrusion",ウイルスが体（からだ）に侵入（しんにゅう）した。,The virus invaded the body.,,1,1,2,まなぼう！日本語中上級
体外,たいがい,outside the body,outside the body,体外（たいがい）に毒素（どくそ）を排出（はいしゅつ）する。,Toxins are expelled outside the body.,,1,1,2,まなぼう！日本語中上級
追い出す,おいだす,to drive out,"to drive out, expel",白血球（はっけっきゅう）がウイルスを追（お）い出（だ）す。,White blood cells drive out the virus.,,1,1,2,まなぼう！日本語中上級
備わる,そなわる,to be equipped with,"to be equipped with, be inherent",人間（にんげん）には自然（しぜん）治癒力（ちゆりょく）が備（そな）わっている。,Humans are equipped with natural healing power.,,1,1,2,まなぼう！日本語中上級
病原体,びょうげんたい,pathogen,pathogen,病原体（びょうげんたい）が体内（たいない）に入（はい）った。,A pathogen entered the body.,,1,1,2,まなぼう！日本語中上級
入り込む,はいりこむ,to get into,"to get into, penetrate",ウイルスが細胞（さいぼう）に入（はい）り込（こ）む。,The virus penetrates into the cell.,,1,1,2,まなぼう！日本語中上級
一種,いっしゅ,a kind of,a kind/sort of,これはアレルギーの一種（いっしゅ）だ。,This is a kind of allergy.,,1,1,2,まなぼう！日本語中上級
防衛,ぼうえい,defense,defense,体（からだ）は自分（じぶん）を防衛（ぼうえい）するために熱（ねつ）を出（だ）す。,The body produces a fever to defend itself.,,1,1,2,まなぼう！日本語中上級
システム,,system,system,体（からだ）には免疫（めんえき）システムがある。,The body has an immune system.,,1,1,2,まなぼう！日本語中上級
細菌,さいきん,bacteria,bacteria,細菌（さいきん）が傷口（きずぐち）から入（はい）った。,Bacteria got in through the wound.,,1,1,2,まなぼう！日本語中上級
寄生虫,きせいちゅう,parasite,parasite,寄生虫（きせいちゅう）に感染（かんせん）した。,He got infected with a parasite.,,1,1,2,まなぼう！日本語中上級
闘う,たたかう,to fight,to fight,体（からだ）はウイルスと闘（たたか）っている。,The body is fighting the virus.,,1,1,2,まなぼう！日本語中上級
衛生,えいせい,hygiene,hygiene,衛生（えいせい）に気（き）をつけている。,I'm being careful about hygiene.,,1,1,2,まなぼう！日本語中上級
意識,いしき,consciousness,"consciousness, awareness",健康（けんこう）への意識（いしき）が高（たか）まっている。,Awareness of health is rising.,,1,1,2,まなぼう！日本語中上級
高まる,たかまる,to rise,"to rise, increase",感染症（かんせんしょう）への関心（かんしん）が高（たか）まっている。,Interest in infectious diseases is rising.,,1,1,2,まなぼう！日本語中上級
殺虫剤,さっちゅうざい,insecticide,insecticide,殺虫剤（さっちゅうざい）で虫（むし）を駆除（くじょ）した。,I exterminated the bugs with insecticide.,,1,1,2,まなぼう！日本語中上級
空調,くうちょう,air conditioning,air conditioning,この建物（たてもの）は空調（くうちょう）が効（き）いている。,The air conditioning is working well in this building.,,1,1,2,まなぼう！日本語中上級
設備,せつび,equipment,"equipment, facilities",病院（びょういん）の設備（せつび）が新（あたら）しくなった。,The hospital's facilities have been updated.,,1,1,2,まなぼう！日本語中上級
普及,ふきゅう,spread,"spread, diffusion, popularization",手洗（てあら）いの習慣（しゅうかん）が普及（ふきゅう）した。,The habit of hand-washing has spread widely.,,1,1,2,まなぼう！日本語中上級
死滅,しめつ,extinction,"extinction, dying out",高温（こうおん）で細菌（さいきん）が死滅（しめつ）する。,Bacteria die out at high temperatures.,,1,1,2,まなぼう！日本語中上級
別に,べつに,not particularly,not particularly,別（べつ）に大（おお）した病気（びょうき）ではない。,It's not particularly a serious illness.,,1,1,2,まなぼう！日本語中上級
排除,はいじょ,exclusion,"exclusion, elimination",体（からだ）は異物（いぶつ）を排除（はいじょ）しようとする。,The body tries to eliminate foreign objects.,,1,2,2,まなぼう！日本語中上級
駆逐,くちく,expulsion,"expulsion, extermination",抗生物質（こうせいぶっしつ）が細菌（さいきん）を駆逐（くちく）する。,Antibiotics exterminate bacteria.,,1,2,2,まなぼう！日本語中上級
重ねる,かさねる,to pile up,"to pile up, repeat",検査（けんさ）を重（かさ）ねてようやく原因（げんいん）が分（わ）かった。,"After repeating tests, the cause was finally found.",,1,2,2,まなぼう！日本語中上級
生み出す,うみだす,to create,"to create, produce",新（あたら）しい治療法（ちりょうほう）を生（う）み出（だ）した。,They created a new treatment method.,,1,2,2,まなぼう！日本語中上級
皮肉(な),ひにく,ironic,ironic,医者（いしゃ）が病気（びょうき）で倒（たお）れるとは皮肉（ひにく）な話（はなし）だ。,It's ironic that a doctor fell ill.,,1,2,2,まなぼう！日本語中上級
改善,かいぜん,improvement,improvement,生活習慣（せいかつしゅうかん）を改善（かいぜん）した。,I improved my lifestyle habits.,,1,2,2,まなぼう！日本語中上級
長寿,ちょうじゅ,longevity,longevity,長寿（ちょうじゅ）の秘訣（ひけつ）は何（なん）ですか。,What's the secret to longevity?,,1,2,2,まなぼう！日本語中上級
誇る,ほこる,to boast,"to boast, be proud of",この村（むら）は長寿（ちょうじゅ）を誇（ほこ）っている。,This village boasts of its longevity.,,1,2,2,まなぼう！日本語中上級
感染症,かんせんしょう,infectious disease,infectious disease,感染症（かんせんしょう）が広（ひろ）がっている。,An infectious disease is spreading.,,1,2,2,まなぼう！日本語中上級
～志向,しこう,orientation toward,"orientation toward, e.g. 健康志向",最近（さいきん）は健康志向（けんこうしこう）の人（ひと）が増（ふ）えた。,"Recently, more people are health-conscious.",,1,2,2,まなぼう！日本語中上級
度が過ぎる,どがすぎる,to go too far,to go too far,心配（しんぱい）も度（ど）が過（す）ぎると良（よ）くない。,Too much worrying isn't good either.,,1,2,2,まなぼう！日本語中上級
抗菌,こうきん,antibacterial,antibacterial,抗菌（こうきん）グッズが人気（にんき）だ。,Antibacterial goods are popular.,,1,2,2,まなぼう！日本語中上級
繊維,せんい,fiber,fiber,この布（ぬの）は抗菌繊維（こうきんせんい）でできている。,This fabric is made of antibacterial fiber.,,1,2,2,まなぼう！日本語中上級
消毒,しょうどく,disinfection,disinfection,傷口（きずぐち）を消毒（しょうどく）した。,I disinfected the wound.,,1,2,2,まなぼう！日本語中上級
～済み,ずみ,completed,already completed (suffix),消毒済（しょうどくず）みの器具（きぐ）を使（つか）う。,We use already-disinfected instruments.,,1,2,2,まなぼう！日本語中上級
砂場,すなば,sandbox,"sandbox, sandpit",子供（こども）が砂場（すなば）で遊（あそ）んでいる。,Children are playing in the sandbox.,,1,2,2,まなぼう！日本語中上級
薬用,やくよう,medicinal use,medicinal use,薬用（やくよう）石（せっ）けんを使（つか）っている。,I use medicinal soap.,,1,2,2,まなぼう！日本語中上級
石けん,せっけん,soap,soap,石（せっ）けんで手（て）を洗（あら）った。,I washed my hands with soap.,,1,2,2,まなぼう！日本語中上級
現代,げんだい,modern era,"modern era, present day",現代（げんだい）社会（しゃかい）はストレスが多（おお）い。,Modern society has a lot of stress.,,1,2,2,まなぼう！日本語中上級
無菌室,むきんしつ,sterile room,sterile room,無菌室（むきんしつ）で治療（ちりょう）を受（う）けている。,He is receiving treatment in a sterile room.,,1,2,2,まなぼう！日本語中上級
殺菌,さっきん,sterilization,sterilization,熱湯（ねっとう）で殺菌（さっきん）する。,We sterilize with boiling water.,,1,2,2,まなぼう！日本語中上級
ブーム,,boom,boom (trend),健康食品（けんこうしょくひん）がブームになっている。,Health foods are a boom/trend.,,1,2,2,まなぼう！日本語中上級
過剰(な),かじょう,excessive,excessive,過剰（かじょう）な清潔志向（せいけつしこう）は良（よ）くないという意見（いけん）もある。,There's also the opinion that excessive obsession with cleanliness isn't good.,,1,2,2,まなぼう！日本語中上級
身の回り,みのまわり,surroundings,one's surroundings/personal belongings,身（み）の回（まわ）りを清潔（せいけつ）に保（たも）つ。,I keep my surroundings clean.,,1,2,2,まなぼう！日本語中上級
発動,はつどう,activation,"activation, invoking",免疫（めんえき）システムが発動（はつどう）した。,The immune system was activated.,,1,2,2,まなぼう！日本語中上級
さらなる,,further,"further, additional",さらなる研究（けんきゅう）が必要（ひつよう）だ。,Further research is necessary.,,1,2,2,まなぼう！日本語中上級
敵,てき,enemy,enemy,ウイルスは体（からだ）にとって敵（てき）だ。,Viruses are enemies to the body.,,1,2,2,まなぼう！日本語中上級
共に,ともに,together,together,高齢化（こうれいか）は少子化（しょうしか）と共（とも）に進（すす）んでいる。,The aging population is progressing together with the declining birthrate.,,2,1,,まなぼう！日本語中上級
既に,すでに,already,already,既（すで）に人口（じんこう）の四分（よんぶん）の一（いち）が高齢者（こうれいしゃ）だ。,Already a quarter of the population is elderly.,,2,1,,まなぼう！日本語中上級
示唆,しさ,suggestion,"suggestion, implication",このデータは将来（しょうらい）の問題（もんだい）を示唆（しさ）している。,This data suggests a future problem.,,2,1,,まなぼう！日本語中上級
まったく,,completely,"completely, entirely",少子化（しょうしか）はまったく止（と）まる気配（けはい）がない。,The declining birthrate shows no sign of stopping at all.,,2,1,,まなぼう！日本語中上級
手につかない,てにつかない,unable to focus,unable to focus/concentrate on,心配（しんぱい）で仕事（しごと）が手（て）につかない。,I'm so worried I can't focus on my work.,,2,1,,まなぼう！日本語中上級
凄まじい,すさまじい,tremendous,"terrific, tremendous, dreadful",高齢化（こうれいか）のスピードが凄（すさ）まじい。,The speed of the aging population is tremendous.,,2,1,,まなぼう！日本語中上級
マニュアル,,manual,manual,介護（かいご）のマニュアルを読（よ）んだ。,I read the caregiving manual.,,2,1,,まなぼう！日本語中上級
専門家,せんもんか,expert,"expert, specialist",専門家（せんもんか）にこの問題（もんだい）について聞（き）いた。,I asked an expert about this problem.,,2,1,,まなぼう！日本語中上級
